count(*)	DWC_InstitutionCode	DWC_CollectionCode	SCAN_InsitutionCode	SCAN_CollectionName
302	USU	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
110	USU	NULL	AMNH	Tri-Trophic TCN
140	UTLA	NULL	UNL	Scarab Central: World Scarabaeoidea
18	VIDA	NULL	UNL	Scarab Central: World Scarabaeoidea
245	VTST	NULL	AMNH	North American Bee Collections
52	WAM	ARACH	GBIF	GBIF Extract with Location Data
635	WAM	ARACH	GBIF	GBIF Extract without Location Information
7	WAMP	NULL	AMNH	Tri-Trophic TCN
326	WFBM	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1140	WFBM	NULL	AMNH	Tri-Trophic TCN
2148	WFBM	NULL	UI	William F. Barr Entomological Museum
32	Wildlife Sightings	Wildlife Sightings	GBIF	GBIF Extract with Location Data
68	WildlifeSightings.net	NULL	GBIF	GBIF Extract with Location Data
1	WIRC	NULL	AMNH	North American Bee Collections
80	WIRC	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
1038	WIRC	NULL	AMNH	Tri-Trophic TCN
1	WLNP	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
113	WPU	NULL	AMNH	North American Bee Collections
44	WSU	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
177	WSU	NULL	AMNH	Tri-Trophic TCN
771	YCEM	SP	GBIF	GBIF Extract without Location Information
31	YPM	NULL	AMNH	North American Bee Collections
8	YPM	ENT	YPM	Yale Peabody Museum, Entomology Division
106	YPM	IP	GBIF	GBIF Extract with Location Data
1021	ZISP	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
84	ZISP	NULL	AMNH	Tri-Trophic TCN
6	ZMAN	NULL	AMNH	Plant Bug Planetary Biodiversity Inventory Project PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heterop
131	ZMAN	NULL	AMNH	Tri-Trophic TCN
10	ZMHB	NULL	AMNH	Tri-Trophic TCN
31	ZMK	Arachnida, Myriapoda	GBIF	GBIF Extract without Location Information
22	ZMUC	NULL	AMNH	Tri-Trophic TCN
105	ZMUC	Arachnida	GBIF	GBIF Extract without Location Information
111	ZMUC	Araneae	GBIF	GBIF Extract with Location Data
1	ZMUC	Coleoptera	GBIF	GBIF Extract without Location Information
8	ZRC	NULL	AMNH	Tri-Trophic TCN
255	ZSM	NULL	AMNH	Tri-Trophic TCN
1043	ZSM	ZSMarthrovariacoll	GBIF	GBIF Extract without Location Information
