cnt	max(occid)	catalogNumber
3	32439202	BIOUG04333-C05
3	32439203	BIOUG04333-C08
3	32440034	BIOUG04333-C09
3	32438045	BIOUG04333-C10
3	32441277	BIOUG04333-C11
3	32438046	BIOUG04333-C12
3	32435496	BIOUG04333-D01
3	32438047	BIOUG04333-D02
3	32435497	BIOUG04333-D03
3	32435498	BIOUG04333-D04
3	32459335	BIOUG04333-D06
3	32438048	BIOUG04333-D11
3	32441278	BIOUG04333-D12
3	32439204	BIOUG04333-E01
3	32435499	BIOUG04333-E02
3	32439205	BIOUG04333-E03
3	32439206	BIOUG04333-E04
3	32439207	BIOUG04333-E05
3	32439208	BIOUG04333-E06
3	32439209	BIOUG04333-E07
3	32435500	BIOUG04333-E09
3	32439210	BIOUG04333-F03
3	32439211	BIOUG04333-F04
3	32439212	BIOUG04333-F05
3	32439213	BIOUG04333-F06
3	32436152	BIOUG04333-G01
3	32438049	BIOUG04333-G06
3	32438050	BIOUG04333-G07
3	32435501	BIOUG04333-G08
3	32455749	BIOUG04333-G09
3	32439214	BIOUG04333-G12
3	32439215	BIOUG04333-H01
3	32439216	BIOUG04333-H03
3	32421108	BIOUG04333-H05
3	32435502	BIOUG04333-H06
3	32438051	BIOUG04333-H07
3	32441279	BIOUG04333-H10
3	32320006	BIOUG04335-A01
3	32320007	BIOUG04335-A02
3	32311932	BIOUG04335-A03
3	32311933	BIOUG04335-A04
3	32311934	BIOUG04335-A05
3	32320008	BIOUG04335-A06
3	32320010	BIOUG04335-A08
3	32320011	BIOUG04335-A09
3	32320012	BIOUG04335-A10
3	32320013	BIOUG04335-A11
3	32320014	BIOUG04335-A12
3	32320015	BIOUG04335-B01
3	32320016	BIOUG04335-B02
3	32320017	BIOUG04335-B03
3	32320018	BIOUG04335-B04
3	32320019	BIOUG04335-B06
3	32320020	BIOUG04335-B07
3	32320021	BIOUG04335-B08
3	32320022	BIOUG04335-B09
3	32320023	BIOUG04335-B10
3	32320024	BIOUG04335-B11
3	32320025	BIOUG04335-B12
3	32320026	BIOUG04335-C01
3	32320027	BIOUG04335-C02
3	32320028	BIOUG04335-C03
3	32320029	BIOUG04335-C04
3	32320030	BIOUG04335-C05
3	32320031	BIOUG04335-C06
3	32320032	BIOUG04335-C07
3	32320033	BIOUG04335-C08
3	32320034	BIOUG04335-C09
3	32320035	BIOUG04335-C10
3	32320036	BIOUG04335-C11
3	32320037	BIOUG04335-C12
3	32320038	BIOUG04335-D02
3	32320039	BIOUG04335-D03
3	32320040	BIOUG04335-D04
3	32320041	BIOUG04335-D05
3	32320042	BIOUG04335-D06
3	32320043	BIOUG04335-D07
3	32320044	BIOUG04335-D08
3	32320045	BIOUG04335-D09
3	32320046	BIOUG04335-D10
3	32320047	BIOUG04335-D11
3	32320048	BIOUG04335-D12
3	32320049	BIOUG04335-E01
3	32320050	BIOUG04335-E02
3	32320051	BIOUG04335-E03
3	32320052	BIOUG04335-E04
3	32320053	BIOUG04335-E05
3	32320054	BIOUG04335-E06
3	32320055	BIOUG04335-E07
3	32320056	BIOUG04335-E08
3	32320057	BIOUG04335-E09
3	32320058	BIOUG04335-E10
3	32320059	BIOUG04335-E11
3	32320060	BIOUG04335-E12
3	32320061	BIOUG04335-F01
3	32320062	BIOUG04335-F02
3	32320063	BIOUG04335-F03
3	32320064	BIOUG04335-F04
3	32320065	BIOUG04335-F05
3	32320066	BIOUG04335-F06
3	32320067	BIOUG04335-F07
3	32320068	BIOUG04335-F08
3	32320069	BIOUG04335-F09
3	32320070	BIOUG04335-F10
3	32320071	BIOUG04335-F11
3	32320072	BIOUG04335-F12
3	32320073	BIOUG04335-G01
3	32320074	BIOUG04335-G02
3	32320075	BIOUG04335-G03
3	32320076	BIOUG04335-G04
3	32320077	BIOUG04335-G05
3	32320078	BIOUG04335-G06
3	32320079	BIOUG04335-G07
3	32320080	BIOUG04335-G08
3	32320081	BIOUG04335-G09
3	32320082	BIOUG04335-G10
3	32314314	BIOUG04335-G11
3	32320083	BIOUG04335-G12
3	32320084	BIOUG04335-H02
3	32320085	BIOUG04335-H03
3	32320086	BIOUG04335-H04
3	32320087	BIOUG04335-H05
3	32320088	BIOUG04335-H06
3	32320089	BIOUG04335-H07
3	32320090	BIOUG04335-H08
3	32320091	BIOUG04335-H09
3	32320092	BIOUG04335-H10
3	32320093	BIOUG04335-H11
3	32282855	BIOUG04337-A01
3	32282856	BIOUG04337-A03
3	32282743	BIOUG04337-A05
3	32282815	BIOUG04337-A06
3	32347072	BIOUG04337-A07
3	32345047	BIOUG04337-A08
3	32345048	BIOUG04337-A10
3	32345049	BIOUG04337-A11
3	32347073	BIOUG04337-B01
3	32282857	BIOUG04337-B02
3	32325500	BIOUG04337-B03
3	32282692	BIOUG04337-B04
3	32282816	BIOUG04337-B05
3	32282858	BIOUG04337-B06
3	32371798	BIOUG04337-B07
3	32370493	BIOUG04337-B08
3	32371799	BIOUG04337-B10
3	32371800	BIOUG04337-B11
3	32282817	BIOUG04337-B12
3	32282818	BIOUG04337-C01
3	32370694	BIOUG04337-C02
3	32345050	BIOUG04337-C03
3	32345051	BIOUG04337-C04
3	32345052	BIOUG04337-C05
3	32282859	BIOUG04337-C06
3	32282860	BIOUG04337-C08
3	32347225	BIOUG04337-C09
3	32320946	BIOUG04337-C10
3	32320992	BIOUG04337-C11
3	32297930	BIOUG04337-C12
3	32345053	BIOUG04337-D01
3	32345054	BIOUG04337-D02
3	32324554	BIOUG04337-D03
3	32345055	BIOUG04337-D04
3	32297931	BIOUG04337-D05
3	32347051	BIOUG04337-D07
3	32323641	BIOUG04337-D08
3	32297542	BIOUG04337-D09
3	32297932	BIOUG04337-D10
3	32282744	BIOUG04337-D11
3	32282745	BIOUG04337-D12
3	32282819	BIOUG04337-E03
3	32282746	BIOUG04337-E04
3	32282747	BIOUG04337-E09
3	32320993	BIOUG04337-E10
3	32282748	BIOUG04337-E11
3	32282749	BIOUG04337-E12
3	32370860	BIOUG04337-F01
3	32282861	BIOUG04337-F02
3	32323723	BIOUG04337-F04
3	32295966	BIOUG04337-F05
3	32282862	BIOUG04337-F06
3	32282750	BIOUG04337-F08
3	32321242	BIOUG04337-F09
3	32295967	BIOUG04337-F10
3	32322302	BIOUG04337-F11
3	32345255	BIOUG04337-F12
3	32331795	BIOUG04337-G07
3	32331815	BIOUG04337-G12
3	32331816	BIOUG04337-H01
3	32445078	BIOUG04339-A01
3	32446568	BIOUG04339-A02
3	32446569	BIOUG04339-A03
3	32446570	BIOUG04339-A04
3	32445079	BIOUG04339-A05
3	32445080	BIOUG04339-A06
3	32448357	BIOUG04339-A07
3	32448358	BIOUG04339-A08
3	32448359	BIOUG04339-A09
3	32445081	BIOUG04339-A10
3	32446571	BIOUG04339-A11
3	32446572	BIOUG04339-A12
3	32448360	BIOUG04339-B01
3	32446573	BIOUG04339-B02
3	32446574	BIOUG04339-B03
3	32448361	BIOUG04339-B04
3	32445082	BIOUG04339-B05
3	32445083	BIOUG04339-B07
3	32444433	BIOUG04339-B08
3	32446738	BIOUG04339-B09
3	32446575	BIOUG04339-B10
3	32445084	BIOUG04339-B11
3	32448363	BIOUG04339-B12
3	32448364	BIOUG04339-C01
3	32446576	BIOUG04339-C04
3	32448365	BIOUG04339-C05
3	32445085	BIOUG04339-C06
3	32444954	BIOUG04339-C07
3	32448366	BIOUG04339-C08
3	32448367	BIOUG04339-C09
3	32446577	BIOUG04339-C10
3	32448368	BIOUG04339-C11
3	32446578	BIOUG04339-C12
3	32446579	BIOUG04339-D01
3	32446580	BIOUG04339-D02
3	32444434	BIOUG04339-D03
3	32448369	BIOUG04339-D04
3	32444864	BIOUG04339-D06
3	32446581	BIOUG04339-D08
3	32444338	BIOUG04339-D09
3	32444435	BIOUG04339-D10
3	32446582	BIOUG04339-D11
3	32444436	BIOUG04339-D12
3	32448370	BIOUG04339-E01
3	32446583	BIOUG04339-E02
3	32445087	BIOUG04339-E03
3	32445088	BIOUG04339-E04
3	32445089	BIOUG04339-E06
3	32446584	BIOUG04339-E07
3	32446585	BIOUG04339-E09
3	32444437	BIOUG04339-E10
3	32446586	BIOUG04339-E11
3	32446587	BIOUG04339-E12
3	32444438	BIOUG04339-F01
3	32446588	BIOUG04339-F02
3	32446589	BIOUG04339-F04
3	32448371	BIOUG04339-F05
3	32448372	BIOUG04339-F06
3	32448373	BIOUG04339-F07
3	32445090	BIOUG04339-F08
3	32448374	BIOUG04339-F09
3	32446590	BIOUG04339-F10
3	32446591	BIOUG04339-F11
3	32445091	BIOUG04339-F12
3	32444439	BIOUG04339-G01
3	32448375	BIOUG04339-G02
3	32446592	BIOUG04339-G04
3	32446593	BIOUG04339-G05
3	32444440	BIOUG04339-G07
3	32446594	BIOUG04339-G08
3	32444441	BIOUG04339-G09
3	32448376	BIOUG04339-G11
3	32446595	BIOUG04339-G12
3	32448377	BIOUG04339-H01
3	32448378	BIOUG04339-H02
3	32446596	BIOUG04339-H03
3	32445092	BIOUG04339-H04
3	32446597	BIOUG04339-H05
3	32446598	BIOUG04339-H06
3	32446599	BIOUG04339-H07
3	32445093	BIOUG04339-H08
3	32448379	BIOUG04339-H09
3	32445094	BIOUG04339-H10
3	32448380	BIOUG04339-H11
3	32202517	BIOUG04341-A04
3	32202518	BIOUG04341-A05
3	32202519	BIOUG04341-A07
3	32202520	BIOUG04341-A08
3	32202521	BIOUG04341-A09
3	32202522	BIOUG04341-A10
3	32202523	BIOUG04341-A11
3	32202524	BIOUG04341-B01
3	32207535	BIOUG04341-B02
3	32231295	BIOUG04341-B03
3	32231296	BIOUG04341-B04
3	32231297	BIOUG04341-B05
3	32207221	BIOUG04341-B06
3	32228795	BIOUG04341-B08
3	32202617	BIOUG04341-B09
3	32207745	BIOUG04341-B10
3	32231298	BIOUG04341-B11
3	32207536	BIOUG04341-B12
3	32207222	BIOUG04341-C01
3	32231299	BIOUG04341-C02
3	32207223	BIOUG04341-C03
3	32207224	BIOUG04341-C04
3	32207225	BIOUG04341-C05
3	32231300	BIOUG04341-C06
3	32207226	BIOUG04341-C07
3	32207227	BIOUG04341-C08
3	32207228	BIOUG04341-C09
3	32231301	BIOUG04341-C10
3	32231302	BIOUG04341-C11
3	32228796	BIOUG04341-D01
3	32222751	BIOUG04341-D02
3	32553915	BIOUG04341-D03
3	32206709	BIOUG04341-D04
3	32229868	BIOUG04341-D06
3	32230874	BIOUG04341-D07
3	32229440	BIOUG04341-D08
3	32228895	BIOUG04341-D12
3	32202525	BIOUG04341-E02
3	32225407	BIOUG04341-E08
3	32202098	BIOUG04341-F05
3	32207164	BIOUG04341-F11
3	32209728	BIOUG04341-F12
3	32217763	BIOUG04341-G01
3	32206340	BIOUG04341-G02
3	32215578	BIOUG04341-G03
3	32222752	BIOUG04341-G05
3	32222753	BIOUG04341-G09
3	32207537	BIOUG04341-G10
3	32217764	BIOUG04341-G12
3	32207538	BIOUG04341-H01
3	32207539	BIOUG04341-H02
3	32207540	BIOUG04341-H03
3	32207541	BIOUG04341-H04
3	32207542	BIOUG04341-H05
3	32207543	BIOUG04341-H06
3	32207544	BIOUG04341-H07
3	32207545	BIOUG04341-H08
3	32231304	BIOUG04341-H09
3	32207546	BIOUG04341-H10
3	32264354	BIOUG04343-A02
3	32273420	BIOUG04343-A03
3	32249920	BIOUG04343-A04
3	32256587	BIOUG04343-A07
3	32249921	BIOUG04343-A08
3	32265850	BIOUG04343-A09
3	32256588	BIOUG04343-A10
3	32264384	BIOUG04343-A11
3	32256589	BIOUG04343-A12
3	32256590	BIOUG04343-B01
3	32264355	BIOUG04343-B02
3	32249922	BIOUG04343-B03
3	32264408	BIOUG04343-B04
3	32258672	BIOUG04343-B08
3	32273421	BIOUG04343-C02
3	32264409	BIOUG04343-C03
3	32256591	BIOUG04343-C05
3	32258673	BIOUG04343-C06
3	32264357	BIOUG04343-C09
3	32264410	BIOUG04343-C10
3	32249883	BIOUG04343-C12
3	32264411	BIOUG04343-D02
3	32553918	BIOUG04343-D04
3	32553919	BIOUG04343-D07
3	32258674	BIOUG04343-D08
3	32249923	BIOUG04343-D10
3	32273422	BIOUG04343-D11
3	32273423	BIOUG04343-E01
3	32260507	BIOUG04343-E04
3	32264358	BIOUG04343-E06
3	32265851	BIOUG04343-E07
3	32258675	BIOUG04343-E08
3	32258676	BIOUG04343-E11
3	32264361	BIOUG04343-F03
3	32264412	BIOUG04343-F04
3	32264362	BIOUG04343-F05
3	32258677	BIOUG04343-F06
3	32260508	BIOUG04343-F07
3	32264413	BIOUG04343-F08
3	32264414	BIOUG04343-F09
3	32249924	BIOUG04343-G01
3	32256592	BIOUG04343-G03
3	32249925	BIOUG04343-G04
3	32258678	BIOUG04343-G05
3	32260509	BIOUG04343-G07
3	32249926	BIOUG04343-H03
3	32249927	BIOUG04343-H08
3	32256593	BIOUG04343-H09
3	32249928	BIOUG04343-H10
3	32256594	BIOUG04343-H11
3	32345018	BIOUG04344-A03
3	32367741	BIOUG04344-A05
3	32367742	BIOUG04344-A07
3	32367743	BIOUG04344-A08
3	32367744	BIOUG04344-A09
3	32550009	BIOUG04344-A10
3	32367745	BIOUG04344-A11
3	32308694	BIOUG04344-B02
3	32295924	BIOUG04344-B03
3	32352136	BIOUG04344-B04
3	32345019	BIOUG04344-B06
3	32367746	BIOUG04344-B07
3	32308695	BIOUG04344-B08
3	32370366	BIOUG04344-B09
3	32367747	BIOUG04344-B11
3	32345020	BIOUG04344-B12
3	32367748	BIOUG04344-C01
3	32374234	BIOUG04344-C02
3	32352137	BIOUG04344-C06
3	32367750	BIOUG04344-C08
3	32367751	BIOUG04344-C10
3	32367752	BIOUG04344-C11
3	32306359	BIOUG04344-D01
3	32352138	BIOUG04344-D02
3	32295925	BIOUG04344-D07
3	32367753	BIOUG04344-E01
3	32295926	BIOUG04344-E04
3	32295927	BIOUG04344-E07
3	32295928	BIOUG04344-E09
3	32295929	BIOUG04344-E10
3	32367754	BIOUG04344-E12
3	32373382	BIOUG04344-F01
3	32367755	BIOUG04344-F02
3	32367756	BIOUG04344-F04
3	32352140	BIOUG04344-F11
3	32370367	BIOUG04344-F12
3	32367758	BIOUG04344-G03
3	32304718	BIOUG04344-G11
3	32367759	BIOUG04344-G12
3	32308978	BIOUG04344-H01
3	32308696	BIOUG04344-H02
3	32304719	BIOUG04344-H03
3	32322554	BIOUG04344-H05
3	32310408	BIOUG04344-H08
3	32345021	BIOUG04344-H09
3	32372691	BIOUG04344-H10
3	32362646	BIOUG04345-A03
3	32338874	BIOUG04345-A04
3	32362647	BIOUG04345-A05
3	32338875	BIOUG04345-A08
3	32351311	BIOUG04345-A10
3	32338876	BIOUG04345-A11
3	32362649	BIOUG04345-B04
3	32369050	BIOUG04345-B05
3	32369973	BIOUG04345-B10
3	32292651	BIOUG04345-B11
3	32282215	BIOUG04345-C08
3	32351314	BIOUG04345-C12
3	32362650	BIOUG04345-D04
3	32310036	BIOUG04345-D07
3	32338877	BIOUG04345-D08
3	32292652	BIOUG04345-D10
3	32292653	BIOUG04345-E01
3	32351316	BIOUG04345-E03
3	32553928	BIOUG04345-F02
3	32338878	BIOUG04345-F07
3	32369052	BIOUG04345-F09
3	32338879	BIOUG04345-F10
3	32338880	BIOUG04345-F11
3	32292654	BIOUG04345-F12
3	32292655	BIOUG04345-G03
3	32369974	BIOUG04345-G12
3	32362774	BIOUG04345-H02
3	32292688	BIOUG04345-H04
3	32292689	BIOUG04345-H06
3	32362776	BIOUG04345-H09
3	32362777	BIOUG04345-H10
3	32285931	BIOUG04347-A01
3	32353342	BIOUG04347-B09
3	32353344	BIOUG04347-C07
3	32353351	BIOUG04347-G02
3	32353319	BIOUG04347-G12
3	32353324	BIOUG04353-A05
3	32353327	BIOUG04353-B09
3	32353331	BIOUG04353-C05
3	32353332	BIOUG04353-C09
3	32353340	BIOUG04353-G07
3	32261824	BIOUG04359-A01
3	32259695	BIOUG04359-A02
3	32261825	BIOUG04359-A03
3	32261826	BIOUG04359-A04
3	32271287	BIOUG04359-A05
3	32249340	BIOUG04359-A06
3	32261827	BIOUG04359-A07
3	32256209	BIOUG04359-A10
3	32261829	BIOUG04359-A11
3	32261830	BIOUG04359-B01
3	32249341	BIOUG04359-B02
3	32256210	BIOUG04359-B03
3	32271289	BIOUG04359-B04
3	32250120	BIOUG04359-B05
3	32249342	BIOUG04359-B06
3	32256211	BIOUG04359-B07
3	32261831	BIOUG04359-B09
3	32261832	BIOUG04359-B10
3	32271290	BIOUG04359-B11
3	32249343	BIOUG04359-B12
3	32256212	BIOUG04359-C01
3	32271291	BIOUG04359-C02
3	32249402	BIOUG04359-C03
3	32281242	BIOUG04359-C04
3	32281250	BIOUG04359-C05
3	32256213	BIOUG04359-C06
3	32256214	BIOUG04359-C08
3	32271299	BIOUG04359-C11
3	32251341	BIOUG04359-C12
3	32252691	BIOUG04359-D01
3	32271300	BIOUG04359-D02
3	32271301	BIOUG04359-D03
3	32266437	BIOUG04359-D04
3	32264678	BIOUG04359-D05
3	32256217	BIOUG04359-D06
3	32251342	BIOUG04359-D07
3	32271303	BIOUG04359-D10
3	32271304	BIOUG04359-D12
3	32271305	BIOUG04359-E01
3	32258000	BIOUG04359-E02
3	32271306	BIOUG04359-E03
3	32271307	BIOUG04359-E05
3	32264679	BIOUG04359-E06
3	32264680	BIOUG04359-E07
3	32271308	BIOUG04359-E08
3	32251343	BIOUG04359-E09
3	32266438	BIOUG04359-E10
3	32261853	BIOUG04359-E12
3	32271309	BIOUG04359-F01
3	32261854	BIOUG04359-F02
3	32264681	BIOUG04359-F03
3	32271310	BIOUG04359-F07
3	32251344	BIOUG04359-F08
3	32256218	BIOUG04359-F09
3	32251345	BIOUG04359-F10
3	32251346	BIOUG04359-F12
3	32271311	BIOUG04359-G01
3	32271312	BIOUG04359-G02
3	32249346	BIOUG04359-G03
3	32271313	BIOUG04359-G05
3	32489785	BIOUG04359-G06
3	32256219	BIOUG04359-G07
3	32256220	BIOUG04359-G08
3	32256221	BIOUG04359-G10
3	32251347	BIOUG04359-G11
3	32271314	BIOUG04359-G12
3	32264682	BIOUG04359-H01
3	32256222	BIOUG04359-H02
3	32249737	BIOUG04359-H05
3	32256223	BIOUG04359-H06
3	32249347	BIOUG04359-H07
3	32256224	BIOUG04359-H08
3	32251348	BIOUG04359-H09
3	32271315	BIOUG04359-H11
3	32452862	BIOUG04373-A01
3	32452863	BIOUG04373-A02
3	32456068	BIOUG04373-A03
3	32452864	BIOUG04373-A04
3	32452865	BIOUG04373-A05
3	32452866	BIOUG04373-A06
3	32456069	BIOUG04373-A07
3	32456070	BIOUG04373-A08
3	32452867	BIOUG04373-A09
3	32452868	BIOUG04373-A10
3	32452870	BIOUG04373-A12
3	32187549	BIOUG04373-B01
3	32452871	BIOUG04373-B02
3	32452872	BIOUG04373-B03
3	32452873	BIOUG04373-B04
3	32456071	BIOUG04373-B05
3	32452874	BIOUG04373-B06
3	32452875	BIOUG04373-B07
3	32456072	BIOUG04373-B08
3	32452876	BIOUG04373-B09
3	32452877	BIOUG04373-B10
3	32452878	BIOUG04373-B11
3	32452879	BIOUG04373-B12
3	32452880	BIOUG04373-C01
3	32456073	BIOUG04373-C02
3	32452881	BIOUG04373-C03
3	32452882	BIOUG04373-C04
3	32452883	BIOUG04373-C05
3	32444652	BIOUG04373-C07
3	32452884	BIOUG04373-C08
3	32452885	BIOUG04373-C09
3	32452886	BIOUG04373-C10
3	32452887	BIOUG04373-C11
3	32417524	BIOUG04373-C12
3	32452888	BIOUG04373-D02
3	32452889	BIOUG04373-D03
3	32452890	BIOUG04373-D04
3	32452891	BIOUG04373-D05
3	32452892	BIOUG04373-D06
3	32452893	BIOUG04373-D07
3	32452894	BIOUG04373-D08
3	32452895	BIOUG04373-D09
3	32452896	BIOUG04373-D10
3	32452897	BIOUG04373-D11
3	32452898	BIOUG04373-D12
3	32185695	BIOUG04373-E02
3	32417525	BIOUG04373-E03
3	32452899	BIOUG04373-E04
3	32444919	BIOUG04373-E08
3	32360664	BIOUG04374-A01
3	32373208	BIOUG04374-A02
3	32373209	BIOUG04374-A03
3	32373210	BIOUG04374-A04
3	32307965	BIOUG04374-A05
3	32360665	BIOUG04374-A06
3	32360666	BIOUG04374-A07
3	32369792	BIOUG04374-A08
3	32307966	BIOUG04374-A09
3	32369793	BIOUG04374-A10
3	32369794	BIOUG04374-B01
3	32360667	BIOUG04374-B03
3	32360668	BIOUG04374-B04
3	32369795	BIOUG04374-B05
3	32306585	BIOUG04374-B07
3	32360669	BIOUG04374-B08
3	32360670	BIOUG04374-B09
3	32350992	BIOUG04374-B11
3	32322492	BIOUG04374-B12
3	32307967	BIOUG04374-C01
3	32360671	BIOUG04374-C02
3	32360672	BIOUG04374-C03
3	32360673	BIOUG04374-C04
3	32333991	BIOUG04374-C05
3	32373211	BIOUG04374-C06
3	32360674	BIOUG04374-C07
3	32508553	BIOUG04374-C09
3	32360675	BIOUG04374-C10
3	32333992	BIOUG04374-C12
3	32290531	BIOUG04374-D01
3	32360676	BIOUG04374-D02
3	32360677	BIOUG04374-D03
3	32306587	BIOUG04374-D05
3	32360678	BIOUG04374-D06
3	32373212	BIOUG04374-D07
3	32360679	BIOUG04374-D09
3	32373214	BIOUG04374-D10
3	32306588	BIOUG04374-D11
3	32369218	BIOUG04374-D12
3	32334013	BIOUG04374-E01
3	32334014	BIOUG04374-E02
3	32334015	BIOUG04374-E03
3	32290532	BIOUG04374-E04
3	32360680	BIOUG04374-E06
3	32306589	BIOUG04374-E07
3	32290533	BIOUG04374-E08
3	32360681	BIOUG04374-E09
3	32316805	BIOUG04374-E10
3	32360682	BIOUG04374-E11
3	32290534	BIOUG04374-E12
3	32334016	BIOUG04374-F01
3	32538535	BIOUG04374-F02
3	32306590	BIOUG04374-F03
3	32290535	BIOUG04374-F04
3	32360683	BIOUG04374-F05
3	32360684	BIOUG04374-F06
3	32360685	BIOUG04374-F07
3	32360686	BIOUG04374-F08
3	32360687	BIOUG04374-F09
3	32300807	BIOUG04374-F10
3	32334017	BIOUG04374-F11
3	32360688	BIOUG04374-F12
3	32325510	BIOUG04374-G02
3	32360689	BIOUG04374-G04
3	32360690	BIOUG04374-G05
3	32290260	BIOUG04374-H01
3	32290264	BIOUG04374-H07
3	32290265	BIOUG04374-H08
3	32290266	BIOUG04374-H10
3	32290267	BIOUG04374-H11
3	32374633	BIOUG04376-A01
3	32398355	BIOUG04376-B02
3	32387748	BIOUG04376-B05
3	32415368	BIOUG04376-B08
3	32398356	BIOUG04376-D07
3	32391550	BIOUG04376-F11
3	32379769	BIOUG04376-G02
3	32391552	BIOUG04376-G05
3	32436339	BIOUG04392-A05
3	32454020	BIOUG04392-A09
3	32436504	BIOUG04392-B05
3	32435805	BIOUG04392-B06
3	32420728	BIOUG04392-B08
3	32435399	BIOUG04392-B10
3	32457236	BIOUG04392-B11
3	32461450	BIOUG04392-B12
3	32461451	BIOUG04392-C01
3	32461452	BIOUG04392-C02
3	32461453	BIOUG04392-C03
3	32461454	BIOUG04392-C04
3	32461455	BIOUG04392-C05
3	32461456	BIOUG04392-C06
3	32461457	BIOUG04392-C07
3	32461458	BIOUG04392-C08
3	32457237	BIOUG04392-C09
3	32458991	BIOUG04392-C10
3	32454021	BIOUG04392-D01
3	32420731	BIOUG04392-D02
3	32437000	BIOUG04392-D05
3	32458992	BIOUG04392-D06
3	32435806	BIOUG04392-D07
3	32458993	BIOUG04392-D08
3	32458994	BIOUG04392-D09
3	32437001	BIOUG04392-D11
3	32440971	BIOUG04392-D12
3	32440972	BIOUG04392-E01
3	32458995	BIOUG04392-E03
3	32440973	BIOUG04392-E04
3	32457238	BIOUG04392-E06
3	32454022	BIOUG04392-E07
3	32459994	BIOUG04392-E08
3	32440974	BIOUG04392-E11
3	32440975	BIOUG04392-E12
3	32419872	BIOUG04392-F01
3	32459995	BIOUG04392-F02
3	32459996	BIOUG04392-F03
3	32458996	BIOUG04392-F06
3	32457239	BIOUG04392-F07
3	32458997	BIOUG04392-F08
3	32441219	BIOUG04392-G01
3	32459997	BIOUG04392-G02
3	32437002	BIOUG04392-G05
3	32440976	BIOUG04392-G07
3	32454023	BIOUG04392-G09
3	32440977	BIOUG04392-G11
3	32435807	BIOUG04392-H04
3	32420732	BIOUG04392-H05
3	32454024	BIOUG04392-H09
3	32458998	BIOUG04392-H10
3	32249889	BIOUG04396-A04
3	32256595	BIOUG04396-A06
3	32256596	BIOUG04396-A08
3	32256597	BIOUG04396-B01
3	32249890	BIOUG04396-B03
3	32265852	BIOUG04396-B04
3	32256598	BIOUG04396-B07
3	32249951	BIOUG04396-B10
3	32281330	BIOUG04396-C07
3	32281331	BIOUG04396-C08
3	32256599	BIOUG04396-C11
3	32275755	BIOUG04396-D11
3	32254144	BIOUG04396-E01
3	32279611	BIOUG04396-E02
3	32280798	BIOUG04396-E04
3	32489820	BIOUG04396-E09
3	32489821	BIOUG04396-E11
3	32489822	BIOUG04396-F02
3	32264755	BIOUG04396-F04
3	32511465	BIOUG04396-F07
3	32264756	BIOUG04396-F09
3	32553964	BIOUG04396-F11
3	32280799	BIOUG04396-G01
3	32506724	BIOUG04396-G03
3	32256601	BIOUG04396-H01
3	32279612	BIOUG04396-H03
3	32273424	BIOUG04396-H09
3	32457228	BIOUG04397-A01
3	32454003	BIOUG04397-A02
3	32458981	BIOUG04397-A04
3	32454004	BIOUG04397-A06
3	32435798	BIOUG04397-A07
3	32457229	BIOUG04397-A08
3	32454005	BIOUG04397-A09
3	32457230	BIOUG04397-A10
3	32454006	BIOUG04397-A11
3	32420726	BIOUG04397-B01
3	32435799	BIOUG04397-B02
3	32417442	BIOUG04397-B03
3	32454007	BIOUG04397-B04
3	32454008	BIOUG04397-B05
3	32440968	BIOUG04397-B07
3	32417443	BIOUG04397-B08
3	32435800	BIOUG04397-B11
3	32435801	BIOUG04397-B12
3	32420727	BIOUG04397-C01
3	32435802	BIOUG04397-C02
3	32417444	BIOUG04397-C03
3	32436211	BIOUG04397-C04
3	32454009	BIOUG04397-C06
3	32457232	BIOUG04397-C07
3	32454010	BIOUG04397-C09
3	32458982	BIOUG04397-C11
3	32454011	BIOUG04397-D01
3	32454012	BIOUG04397-D02
3	32457233	BIOUG04397-D03
3	32457234	BIOUG04397-D04
3	32435803	BIOUG04397-D05
3	32417445	BIOUG04397-D06
3	32435398	BIOUG04397-D07
3	32435804	BIOUG04397-D10
3	32457235	BIOUG04397-D12
3	32458983	BIOUG04397-E01
3	32454013	BIOUG04397-E02
3	32460546	BIOUG04397-E05
3	32417446	BIOUG04397-E06
3	32458984	BIOUG04397-E07
3	32461148	BIOUG04397-E09
3	32439733	BIOUG04397-E10
3	32458985	BIOUG04397-E12
3	32454014	BIOUG04397-F01
3	32454015	BIOUG04397-F02
3	32440969	BIOUG04397-F03
3	32436212	BIOUG04397-F04
3	32458986	BIOUG04397-F05
3	32421211	BIOUG04397-F06
3	32417447	BIOUG04397-F07
3	32454016	BIOUG04397-F09
3	32454017	BIOUG04397-F10
3	32454018	BIOUG04397-F11
3	32434844	BIOUG04397-G01
3	32454019	BIOUG04397-G03
3	32458987	BIOUG04397-G05
3	32458988	BIOUG04397-G07
3	32458989	BIOUG04397-G08
3	32417448	BIOUG04397-G09
3	32461149	BIOUG04397-G10
3	32458990	BIOUG04397-G11
3	32461150	BIOUG04397-G12
3	32436213	BIOUG04397-H02
3	32440970	BIOUG04397-H03
3	32417449	BIOUG04397-H05
3	32421059	BIOUG04397-H07
3	32436338	BIOUG04397-H08
3	32436214	BIOUG04397-H10
3	32445114	BIOUG04398-A01
3	32448416	BIOUG04398-A02
3	32448417	BIOUG04398-A03
3	32445115	BIOUG04398-A04
3	32446623	BIOUG04398-A05
3	32446651	BIOUG04398-A07
3	32448418	BIOUG04398-A08
