cnt	max(occid)	catalogNumber
3	32323819	BIOUG07591-A03
3	32332011	BIOUG07591-A05
3	32332013	BIOUG07591-A08
3	32332037	BIOUG07591-A09
3	32332038	BIOUG07591-A10
3	32329473	BIOUG07591-A11
3	32329474	BIOUG07591-A12
3	32329481	BIOUG07591-B01
3	32329482	BIOUG07591-B02
3	32311343	BIOUG07591-B04
3	32311344	BIOUG07591-B05
3	32313243	BIOUG07591-B06
3	32339507	BIOUG07591-B07
3	32334291	BIOUG07591-B08
3	32334292	BIOUG07591-B09
3	32323767	BIOUG07591-B10
3	32334293	BIOUG07591-B11
3	32334294	BIOUG07591-B12
3	32334295	BIOUG07591-C01
3	32334296	BIOUG07591-C02
3	32334297	BIOUG07591-C03
3	32334298	BIOUG07591-C04
3	32334299	BIOUG07591-C06
3	32323768	BIOUG07591-C07
3	32335797	BIOUG07591-F01
3	32372179	BIOUG07591-F03
3	32283154	BIOUG07591-F04
3	32335800	BIOUG07591-G04
3	32282712	BIOUG07591-H08
3	32282713	BIOUG07591-H09
3	32439327	BIOUG07592-B04
3	32439328	BIOUG07592-D06
3	32439329	BIOUG07592-D07
3	32439331	BIOUG07592-E02
3	32439332	BIOUG07592-E03
3	32439333	BIOUG07592-E05
3	32439335	BIOUG07592-E07
3	32439336	BIOUG07592-E11
3	32439337	BIOUG07592-E12
3	32439338	BIOUG07592-F01
3	32439339	BIOUG07592-F03
3	32439340	BIOUG07592-F05
3	32439341	BIOUG07592-F07
3	32439342	BIOUG07592-G02
3	32439343	BIOUG07592-G04
3	32439344	BIOUG07592-G05
3	32439345	BIOUG07592-G06
3	32439347	BIOUG07592-G09
3	32439348	BIOUG07592-G10
3	32439349	BIOUG07592-G11
3	32439350	BIOUG07592-H02
3	32439351	BIOUG07592-H06
3	32439352	BIOUG07592-H11
3	32335106	BIOUG07596-A02
3	32335108	BIOUG07596-B10
3	32249760	BIOUG07601-D09
3	32257968	BIOUG07601-E02
3	32258485	BIOUG07601-F10
3	32274473	BIOUG07601-G02
3	32274474	BIOUG07601-G07
3	32275095	BIOUG07601-G11
3	32198740	BIOUG07602-D10
3	32198741	BIOUG07602-E04
3	32439353	BIOUG07605-A01
3	32439354	BIOUG07605-B01
3	32439427	BIOUG07605-C04
3	32439428	BIOUG07605-C05
3	32439429	BIOUG07605-C10
3	32439432	BIOUG07605-D05
3	32439433	BIOUG07605-E04
3	32439459	BIOUG07605-E08
3	32439460	BIOUG07605-E09
3	32439461	BIOUG07605-E10
3	32439462	BIOUG07605-E12
3	32439463	BIOUG07605-F01
3	32439464	BIOUG07605-F02
3	32439465	BIOUG07605-F03
3	32439466	BIOUG07605-F04
3	32439467	BIOUG07605-F07
3	32439468	BIOUG07605-F09
3	32439470	BIOUG07605-F11
3	32439471	BIOUG07605-G01
3	32439472	BIOUG07605-G02
3	32439474	BIOUG07605-G05
3	32439475	BIOUG07605-G07
3	32439476	BIOUG07605-G08
3	32439479	BIOUG07605-H01
3	32439480	BIOUG07605-H02
3	32439481	BIOUG07605-H05
3	32439482	BIOUG07605-H06
3	32439483	BIOUG07605-H07
3	32439484	BIOUG07605-H09
3	32439485	BIOUG07605-H11
3	32300423	BIOUG07606-A05
3	32288773	BIOUG07606-A07
3	32300426	BIOUG07606-A10
3	32348090	BIOUG07606-B04
3	32288774	BIOUG07606-B10
3	32288775	BIOUG07606-B12
3	32300427	BIOUG07606-C10
3	32300428	BIOUG07606-D01
3	32288776	BIOUG07606-D04
3	32288777	BIOUG07606-D05
3	32332039	BIOUG07606-D09
3	32284810	BIOUG07606-E01
3	32300429	BIOUG07606-E05
3	32300430	BIOUG07606-F04
3	32300431	BIOUG07606-G04
3	32288778	BIOUG07606-H03
3	32332040	BIOUG07606-H11
3	32439408	BIOUG07607-A04
3	32439409	BIOUG07607-A06
3	32455754	BIOUG07607-A07
3	32439410	BIOUG07607-A10
3	32439411	BIOUG07607-A12
3	32439412	BIOUG07607-B01
3	32439413	BIOUG07607-B02
3	32439414	BIOUG07607-B03
3	32439415	BIOUG07607-B04
3	32439416	BIOUG07607-B06
3	32439418	BIOUG07607-B09
3	32439419	BIOUG07607-B10
3	32439422	BIOUG07607-C12
3	32439423	BIOUG07607-D01
3	32439424	BIOUG07607-D02
3	32439425	BIOUG07607-D06
3	32439426	BIOUG07607-D07
3	32439434	BIOUG07607-D11
3	32439435	BIOUG07607-E01
3	32439436	BIOUG07607-E02
3	32439437	BIOUG07607-E04
3	32439438	BIOUG07607-E05
3	32439439	BIOUG07607-E08
3	32439440	BIOUG07607-F01
3	32439441	BIOUG07607-F02
3	32439442	BIOUG07607-F03
3	32439444	BIOUG07607-F05
3	32439445	BIOUG07607-F07
3	32439447	BIOUG07607-F09
3	32439448	BIOUG07607-F10
3	32439449	BIOUG07607-F11
3	32439450	BIOUG07607-G03
3	32439451	BIOUG07607-G08
3	32439452	BIOUG07607-G10
3	32439453	BIOUG07607-H05
3	32439455	BIOUG07607-H07
3	32439456	BIOUG07607-H08
3	32439457	BIOUG07607-H09
3	32439458	BIOUG07607-H10
3	32410651	BIOUG07628-A01
3	32404216	BIOUG07628-A03
3	32404217	BIOUG07628-A04
3	32405686	BIOUG07628-A05
3	32403670	BIOUG07628-A06
3	32403671	BIOUG07628-A07
3	32393520	BIOUG07628-A08
3	32407575	BIOUG07628-A09
3	32404437	BIOUG07628-A10
3	32403672	BIOUG07628-A11
3	32414063	BIOUG07628-A12
3	32405611	BIOUG07628-B01
3	32407389	BIOUG07628-B02
3	32404015	BIOUG07628-B03
3	32381987	BIOUG07628-B04
3	32417038	BIOUG07628-B05
3	32405314	BIOUG07628-B06
3	32417039	BIOUG07628-B07
3	32417040	BIOUG07628-B08
3	32417056	BIOUG07628-B09
3	32386675	BIOUG07628-B10
3	32386676	BIOUG07628-B11
3	32386677	BIOUG07628-B12
3	32405315	BIOUG07628-C01
3	32405316	BIOUG07628-C02
3	32386679	BIOUG07628-C03
3	32381762	BIOUG07628-C04
3	32405317	BIOUG07628-C05
3	32405318	BIOUG07628-C06
3	32397094	BIOUG07628-C07
3	32345437	BIOUG07628-D03
3	32345439	BIOUG07628-D05
3	32396345	BIOUG07628-F01
3	32396346	BIOUG07628-F04
3	32396347	BIOUG07628-F06
3	32396348	BIOUG07628-F07
3	32396349	BIOUG07628-F09
3	32393235	BIOUG07628-G11
3	32323884	BIOUG07629-A02
3	32282734	BIOUG07629-A03
3	32334119	BIOUG07629-A04
3	32334120	BIOUG07629-A06
3	32334121	BIOUG07629-A07
3	32334122	BIOUG07629-A08
3	32334123	BIOUG07629-A09
3	32334124	BIOUG07629-A10
3	32334125	BIOUG07629-A11
3	32282995	BIOUG07629-A12
3	32334126	BIOUG07629-B01
3	32334127	BIOUG07629-B02
3	32334128	BIOUG07629-B03
3	32334129	BIOUG07629-B04
3	32325590	BIOUG07629-B05
3	32334130	BIOUG07629-B06
3	32282646	BIOUG07629-B07
3	32334131	BIOUG07629-B08
3	32334132	BIOUG07629-B09
3	32334133	BIOUG07629-B10
3	32334134	BIOUG07629-B11
3	32334135	BIOUG07629-B12
3	32334136	BIOUG07629-C01
3	32334137	BIOUG07629-C02
3	32334138	BIOUG07629-C03
3	32334139	BIOUG07629-C04
3	32334140	BIOUG07629-C06
3	32325046	BIOUG07629-C07
3	32334197	BIOUG07629-C08
3	32334198	BIOUG07629-C10
3	32334199	BIOUG07629-C11
3	32334200	BIOUG07629-C12
3	32334201	BIOUG07629-D01
3	32334202	BIOUG07629-D02
3	32334203	BIOUG07629-D03
3	32334204	BIOUG07629-D04
3	32373738	BIOUG07629-D05
3	32334205	BIOUG07629-D06
3	32334206	BIOUG07629-D07
3	32334207	BIOUG07629-D08
3	32334208	BIOUG07629-D09
3	32334209	BIOUG07629-D10
3	32334210	BIOUG07629-D11
3	32334211	BIOUG07629-D12
3	32334212	BIOUG07629-E01
3	32334213	BIOUG07629-E02
3	32334214	BIOUG07629-E03
3	32334215	BIOUG07629-E04
3	32334216	BIOUG07629-E05
3	32334217	BIOUG07629-E06
3	32334218	BIOUG07629-E07
3	32334219	BIOUG07629-E08
3	32334220	BIOUG07629-E09
3	32334221	BIOUG07629-E10
3	32321229	BIOUG07629-E11
3	32334222	BIOUG07629-E12
3	32334223	BIOUG07629-F01
3	32325048	BIOUG07629-F02
3	32334224	BIOUG07629-F03
3	32334225	BIOUG07629-F04
3	32323885	BIOUG07629-F05
3	32334226	BIOUG07629-F06
3	32334227	BIOUG07629-F07
3	32334228	BIOUG07629-F08
3	32334257	BIOUG07629-F10
3	32321647	BIOUG07629-F11
3	32334258	BIOUG07629-F12
3	32334259	BIOUG07629-G01
3	32334260	BIOUG07629-G02
3	32334261	BIOUG07629-G03
3	32312133	BIOUG07629-G04
3	32334262	BIOUG07629-G05
3	32334263	BIOUG07629-G06
3	32334264	BIOUG07629-G07
3	32334265	BIOUG07629-G08
3	32334266	BIOUG07629-G09
3	32334267	BIOUG07629-G10
3	32316847	BIOUG07629-G12
3	32334300	BIOUG07629-H01
3	32321394	BIOUG07629-H02
3	32290629	BIOUG07629-H04
3	32334301	BIOUG07629-H05
3	32334302	BIOUG07629-H07
3	32323769	BIOUG07629-H08
3	32334303	BIOUG07629-H09
3	32334304	BIOUG07629-H10
3	32334305	BIOUG07629-H11
3	32264317	BIOUG07632-D01
3	32251229	BIOUG07632-D07
3	32269870	BIOUG07632-F03
3	32251232	BIOUG07632-G03
3	32251244	BIOUG07632-G09
3	32439487	BIOUG07637-A11
3	32436192	BIOUG07637-B04
3	32439489	BIOUG07637-B09
3	32439490	BIOUG07637-B10
3	32439491	BIOUG07637-C03
3	32439492	BIOUG07637-C05
3	32439493	BIOUG07637-C06
3	32439494	BIOUG07637-C07
3	32439495	BIOUG07637-C08
3	32439497	BIOUG07637-D09
3	32439498	BIOUG07637-D11
3	32439500	BIOUG07637-E05
3	32439501	BIOUG07637-E11
3	32439502	BIOUG07637-F03
3	32439505	BIOUG07637-F10
3	32439506	BIOUG07637-F11
3	32439507	BIOUG07637-G01
3	32439508	BIOUG07637-G06
3	32439509	BIOUG07637-H02
3	32422080	BIOUG07747-B04
3	32188811	BIOUG07747-C02
3	32421845	BIOUG07814-E04
3	32422030	BIOUG07814-E11
3	32424854	BIOUG07814-H08
3	32424855	BIOUG07814-H09
3	32424856	BIOUG07814-H10
3	32373245	BIOUG07837-B05
3	32351137	BIOUG07837-H02
3	32352181	BIOUG08031-B05
3	32368004	BIOUG08031-D08
3	32296442	BIOUG08031-F09
3	32296443	BIOUG08031-G01
3	32368018	BIOUG08086-A02
3	32368019	BIOUG08086-A04
3	32368026	BIOUG08086-H01
3	32368027	BIOUG08086-H03
3	32217264	BIOUG08103-D07
3	32218005	BIOUG08103-E02
3	32373741	BIOUG08105-D02
3	32396107	BIOUG08108-A08
3	32381705	BIOUG08108-A11
3	32382279	BIOUG08108-B02
3	32335126	BIOUG08108-C06
3	32335128	BIOUG08108-C11
3	32408104	BIOUG08108-D01
3	32413733	BIOUG08108-D07
3	32389407	BIOUG08108-D08
3	32335228	BIOUG08108-E01
3	32335232	BIOUG08108-E09
3	32335234	BIOUG08108-F06
3	32346558	BIOUG08108-F09
3	32346559	BIOUG08108-F10
3	32320963	BIOUG08108-F11
3	32347054	BIOUG08108-F12
3	32320964	BIOUG08108-G01
3	32320965	BIOUG08108-G02
3	32346560	BIOUG08108-G04
3	32320966	BIOUG08108-G06
3	32347055	BIOUG08108-G07
3	32410529	BIOUG08108-H03
3	32409187	BIOUG08108-H04
3	32409188	BIOUG08108-H05
3	32207099	BIOUG08109-A04
3	32207100	BIOUG08109-A05
3	32207101	BIOUG08109-F04
3	32207102	BIOUG08109-F05
3	32207103	BIOUG08109-G01
3	32207104	BIOUG08109-G04
3	32207105	BIOUG08109-G10
3	32202241	BIOUG08110-D05
3	32202242	BIOUG08110-E01
3	32202243	BIOUG08110-E10
3	32202244	BIOUG08110-F08
3	32202245	BIOUG08110-H07
3	32202246	BIOUG08110-H08
3	32510979	BIOUG08117-A06
3	32296457	BIOUG08117-A11
3	32297641	BIOUG08117-B11
3	32296458	BIOUG08117-D01
3	32352185	BIOUG08117-F08
3	32368040	BIOUG08117-G01
3	32389002	BIOUG08124-B02
3	32389003	BIOUG08124-B03
3	32399679	BIOUG08124-B09
3	32382945	BIOUG08124-C06
3	32311955	BIOUG08124-E10
3	32311590	BIOUG08124-E11
3	32315872	BIOUG08124-F04
3	32311591	BIOUG08124-F07
3	32311592	BIOUG08124-F11
3	32311593	BIOUG08124-F12
3	32311594	BIOUG08124-G08
3	32346116	BIOUG08124-H06
3	32311595	BIOUG08124-H10
3	32361505	BIOUG08150-A09
3	32361509	BIOUG08150-E09
3	32291168	BIOUG08150-F12
3	32335155	BIOUG08151-A04
3	32373241	BIOUG08151-D02
3	32361521	BIOUG08152-D12
3	32291175	BIOUG08152-E01
3	32361524	BIOUG08152-H03
3	32361525	BIOUG08152-H07
3	32435366	BIOUG08153-A07
3	32456191	BIOUG08153-A08
3	32436332	BIOUG08153-B02
3	32437875	BIOUG08153-B07
3	32437876	BIOUG08153-B12
3	32435367	BIOUG08153-C04
3	32437877	BIOUG08153-C09
3	32446423	BIOUG08153-D06
3	32448647	BIOUG08153-F03
3	32448649	BIOUG08153-F08
3	32191731	BIOUG08153-G03
3	32448653	BIOUG08153-H04
3	32373243	BIOUG08154-D07
3	32361527	BIOUG08154-E09
3	32361528	BIOUG08154-F04
3	32282201	BIOUG08154-F07
3	32282202	BIOUG08154-F12
3	32258486	BIOUG08155-B10
3	32251220	BIOUG08155-C11
3	32269863	BIOUG08155-E09
3	32251221	BIOUG08155-E10
3	32251222	BIOUG08155-E11
3	32251223	BIOUG08155-F01
3	32251224	BIOUG08155-F08
3	32251225	BIOUG08155-F09
3	32251226	BIOUG08155-F11
3	32251227	BIOUG08155-F12
3	32251228	BIOUG08155-G05
3	32291184	BIOUG08184-C10
3	32291188	BIOUG08184-D11
3	32444840	BIOUG08185-B04
3	32251230	BIOUG08187-A12
3	32251231	BIOUG08187-B03
3	32254903	BIOUG08187-B07
3	32251233	BIOUG08187-B12
3	32251234	BIOUG08187-C01
3	32251235	BIOUG08187-C02
3	32250224	BIOUG08187-C06
3	32251236	BIOUG08187-D03
3	32251237	BIOUG08187-D07
3	32251238	BIOUG08187-D08
3	32251239	BIOUG08187-D09
3	32251240	BIOUG08187-E01
3	32251241	BIOUG08187-E03
3	32251242	BIOUG08187-E07
3	32251243	BIOUG08187-E09
3	32264168	BIOUG08187-E12
3	32264170	BIOUG08187-F05
3	32264171	BIOUG08187-F08
3	32264172	BIOUG08187-F12
3	32270332	BIOUG08187-G07
3	32264174	BIOUG08187-G10
3	32264175	BIOUG08187-G11
3	32264177	BIOUG08187-H05
3	32264179	BIOUG08187-H08
3	32264180	BIOUG08187-H11
3	32291633	BIOUG08188-B02
3	32283840	BIOUG08188-C02
3	32291635	BIOUG08188-C03
3	32291637	BIOUG08188-D09
3	32291638	BIOUG08188-D12
3	32291550	BIOUG08189-C06
3	32291551	BIOUG08189-D03
3	32291553	BIOUG08189-D09
3	32291555	BIOUG08189-E04
3	32291558	BIOUG08189-H01
3	32291559	BIOUG08189-H05
3	32291567	BIOUG08190-B12
3	32291570	BIOUG08190-E06
3	32291571	BIOUG08190-F04
3	32291572	BIOUG08190-F09
3	32291581	BIOUG08191-D07
3	32291589	BIOUG08191-G02
3	32284833	BIOUG08191-H03
3	32291592	BIOUG08192-A03
3	32335824	BIOUG08192-B10
3	32291596	BIOUG08192-C11
3	32283839	BIOUG08192-F11
3	32291600	BIOUG08192-H03
3	32198822	BIOUG08202-A01
3	32423880	BIOUG08202-A12
3	32423881	BIOUG08202-B01
3	32423882	BIOUG08202-B02
3	32423883	BIOUG08202-B03
3	32423885	BIOUG08202-B05
3	32423886	BIOUG08202-B06
3	32423887	BIOUG08202-B07
3	32423888	BIOUG08202-B09
3	32423889	BIOUG08202-B11
3	32423890	BIOUG08202-C01
3	32423898	BIOUG08202-C05
3	32423899	BIOUG08202-G06
3	32423900	BIOUG08202-G08
3	32423901	BIOUG08202-G09
3	32454528	BIOUG08203-A06
3	32454721	BIOUG08203-A07
3	32454529	BIOUG08203-B01
3	32419877	BIOUG08203-D03
3	32454722	BIOUG08203-D05
3	32454723	BIOUG08203-E10
3	32457411	BIOUG08203-G08
3	32423891	BIOUG08214-D02
3	32423892	BIOUG08214-D03
3	32423893	BIOUG08214-D04
3	32423894	BIOUG08214-D05
3	32423903	BIOUG08214-F10
3	32423904	BIOUG08214-F11
3	32196500	BIOUG08214-H01
3	32396376	BIOUG08216-D01
3	32396377	BIOUG08216-D02
3	32396378	BIOUG08216-D04
3	32396379	BIOUG08216-D05
3	32396380	BIOUG08216-D06
3	32396381	BIOUG08216-D08
3	32396382	BIOUG08216-D09
3	32405672	BIOUG08224-A08
3	32346562	BIOUG08224-B03
3	32409133	BIOUG08224-C08
3	32393497	BIOUG08224-D02
3	32396350	BIOUG08224-D04
3	32378708	BIOUG08224-D10
3	32378709	BIOUG08224-E02
3	32396351	BIOUG08224-E04
3	32396352	BIOUG08224-E07
3	32396353	BIOUG08224-E10
3	32396354	BIOUG08224-E12
3	32396355	BIOUG08224-F01
3	32396356	BIOUG08224-F02
3	32396357	BIOUG08224-F03
3	32396358	BIOUG08224-F04
3	32396359	BIOUG08224-F05
3	32396360	BIOUG08224-F06
3	32396361	BIOUG08224-F09
3	32396362	BIOUG08224-F10
3	32396363	BIOUG08224-G01
3	32396364	BIOUG08224-G02
3	32396365	BIOUG08224-G05
3	32396366	BIOUG08224-G06
3	32396367	BIOUG08224-G07
3	32396368	BIOUG08224-G10
3	32396369	BIOUG08224-G11
3	32396370	BIOUG08224-H08
3	32396054	BIOUG08224-H09
3	32424857	BIOUG08225-A01
3	32424858	BIOUG08225-A03
3	32424859	BIOUG08225-A05
3	32424860	BIOUG08225-A06
3	32424861	BIOUG08225-A08
3	32425206	BIOUG08225-B02
3	32424862	BIOUG08225-B03
3	32424864	BIOUG08225-B07
3	32424865	BIOUG08225-B10
3	32424866	BIOUG08225-B11
3	32424867	BIOUG08225-B12
3	32424868	BIOUG08225-C03
3	32424869	BIOUG08225-C04
3	32424871	BIOUG08225-C06
3	32424872	BIOUG08225-C07
3	32424873	BIOUG08225-C09
3	32424874	BIOUG08225-C10
3	32424875	BIOUG08225-C11
3	32424876	BIOUG08225-C12
3	32424877	BIOUG08225-E04
3	32424878	BIOUG08225-E05
3	32202510	BIOUG08225-E07
3	32222023	BIOUG08225-E08
3	32424879	BIOUG08225-F01
3	32424880	BIOUG08225-F03
3	32424881	BIOUG08225-F05
3	32424882	BIOUG08225-F06
3	32424883	BIOUG08225-F07
3	32424884	BIOUG08225-F11
3	32424885	BIOUG08225-G08
3	32424887	BIOUG08237-B02
3	32424888	BIOUG08237-B03
3	32424889	BIOUG08237-C02
3	32277696	BIOUG08238-G09
3	32291605	BIOUG08241-B05
3	32323825	BIOUG08241-B11
3	32335828	BIOUG08241-B12
3	32291606	BIOUG08241-C05
3	32291608	BIOUG08241-C11
3	32335829	BIOUG08241-D05
3	32335830	BIOUG08241-G07
3	32488227	BIOUG08242-A06
3	32291615	BIOUG08242-E01
3	32335836	BIOUG08242-E02
3	32291617	BIOUG08242-F02
3	32291618	BIOUG08242-H07
3	32335837	BIOUG08245-H02
3	32335873	BIOUG08249-F01
22	32557287	BIOUG08279
6	32557289	BIOUG08282
3	32264166	BIOUG08284-B10
3	32251247	BIOUG08284-F06
3	32249780	BIOUG08284-G07
3	32270318	BIOUG08284-G11
3	32270320	BIOUG08284-H03
3	32386577	BIOUG08285-A10
3	32557295	BIOUG08285-B09
3	32412345	BIOUG08285-C09
3	32386578	BIOUG08285-G03
3	32460442	BIOUG08287-C01
3	32460443	BIOUG08287-C06
3	32461295	BIOUG08287-C11
3	32456253	BIOUG08287-C12
3	32461296	BIOUG08287-D08
3	32456254	BIOUG08287-G01
3	32438403	BIOUG08287-G06
3	32439514	BIOUG08287-G07
3	32438404	BIOUG08287-G08
3	32438406	BIOUG08287-G10
3	32438407	BIOUG08287-G11
3	32438408	BIOUG08287-H02
3	32216625	BIOUG08290-G01
3	32217600	BIOUG08290-G05
3	32217601	BIOUG08290-G06
3	32278440	BIOUG08290-G08
3	32217602	BIOUG08290-G09
3	32217603	BIOUG08290-G10
3	32311596	BIOUG08297-A01
3	32311597	BIOUG08297-A02
3	32315873	BIOUG08297-A03
3	32283930	BIOUG08297-A05
3	32315874	BIOUG08297-A08
3	32311598	BIOUG08297-A11
3	32311599	BIOUG08297-B04
3	32311600	BIOUG08297-B10
3	32311601	BIOUG08297-B12
3	32311602	BIOUG08297-C02
3	32311603	BIOUG08297-C05
3	32311604	BIOUG08297-C07
3	32368055	BIOUG08297-C09
3	32496285	BIOUG08297-C11
3	32311605	BIOUG08297-D01
3	32311606	BIOUG08297-D02
3	32311607	BIOUG08297-D04
3	32311608	BIOUG08297-D05
3	32311609	BIOUG08297-D08
3	32311610	BIOUG08297-D09
3	32311611	BIOUG08297-D10
3	32311612	BIOUG08297-D11
3	32311613	BIOUG08297-E02
3	32311614	BIOUG08297-F02
3	32311615	BIOUG08297-F08
3	32311616	BIOUG08297-F09
3	32315877	BIOUG08297-F10
3	32311617	BIOUG08297-F12
3	32346122	BIOUG08297-G01
3	32315878	BIOUG08297-G10
3	32311618	BIOUG08297-H01
3	32311619	BIOUG08297-H02
3	32311620	BIOUG08297-H04
3	32315879	BIOUG08297-H07
3	32311621	BIOUG08297-H08
3	32311622	BIOUG08297-H11
3	32311623	BIOUG08301-A08
3	32311624	BIOUG08301-A12
3	32346129	BIOUG08301-B01
3	32311625	BIOUG08301-B05
3	32315880	BIOUG08301-C10
3	32311626	BIOUG08301-C11
3	32311627	BIOUG08301-D02
3	32311628	BIOUG08301-D08
3	32311629	BIOUG08301-E04
3	32311630	BIOUG08301-F03
3	32368082	BIOUG08301-F12
3	32311631	BIOUG08301-G07
3	32311632	BIOUG08301-H02
3	32311633	BIOUG08301-H03
3	32368086	BIOUG08301-H05
3	32315882	BIOUG08304-A09
3	32315883	BIOUG08304-B02
3	32311634	BIOUG08304-B03
3	32368099	BIOUG08304-B04
3	32311635	BIOUG08304-B08
3	32311636	BIOUG08304-B12
3	32311637	BIOUG08304-C02
3	32296476	BIOUG08304-C04
3	32311638	BIOUG08304-D07
3	32311639	BIOUG08304-D08
3	32311640	BIOUG08304-E02
3	32315884	BIOUG08304-E05
3	32315885	BIOUG08304-F10
3	32315886	BIOUG08304-G12
3	32311641	BIOUG08304-H09
3	32259251	BIOUG08331-E01
3	32258509	BIOUG08331-E07
3	32258510	BIOUG08331-E10
3	32258511	BIOUG08331-F01
3	32497778	BIOUG08331-F07
3	32260531	BIOUG08331-G05
3	32274625	BIOUG08331-H02
3	32497780	BIOUG08331-H06
3	32315910	BIOUG08336-C02
3	32320698	BIOUG08336-C06
3	32368538	BIOUG08336-D11
3	32402382	BIOUG08336-F10
3	32516276	BIOUG08336-H03
3	32405657	BIOUG08336-H06
3	32254210	BIOUG08337-F09
3	32254211	BIOUG08337-G01
3	32281234	BIOUG08337-H09
3	32457595	BIOUG08338-E04
3	32457596	BIOUG08338-E06
3	32457599	BIOUG08338-G01
3	32459217	BIOUG08338-G03
3	32459219	BIOUG08338-G06
3	32457600	BIOUG08338-G09
3	32231162	BIOUG08339-B02
3	32231163	BIOUG08339-B03
3	32231165	BIOUG08339-D02
3	32231166	BIOUG08339-E07
3	32437135	BIOUG08339-G11
3	32425231	BIOUG08352-G06
3	32425216	BIOUG08352-G07
3	32409179	BIOUG08353-B01
3	32346143	BIOUG08353-B06
3	32346144	BIOUG08353-B11
3	32378829	BIOUG08353-C01
3	32310510	BIOUG08368-G09
3	32396055	BIOUG08381-A02
3	32396371	BIOUG08381-A03
3	32396372	BIOUG08381-A04
3	32393236	BIOUG08381-A05
3	32396373	BIOUG08381-A06
3	32384094	BIOUG08381-A10
3	32393237	BIOUG08381-A12
3	32396374	BIOUG08381-C08
3	32396375	BIOUG08381-D03
3	32335865	BIOUG08381-E12
3	32335868	BIOUG08381-F05
3	32335910	BIOUG08383-E07
3	32335916	BIOUG08386-F08
3	32335917	BIOUG08386-G12
3	32223147	BIOUG08387-A01
3	32223148	BIOUG08387-A02
3	32223149	BIOUG08387-A03
3	32223150	BIOUG08387-A04
3	32223151	BIOUG08387-A05
3	32223152	BIOUG08387-A07
3	32223153	BIOUG08387-A09
3	32223154	BIOUG08387-A10
3	32223155	BIOUG08387-A11
3	32223156	BIOUG08387-A12
3	32223158	BIOUG08387-B03
3	32223159	BIOUG08387-B04
3	32223160	BIOUG08387-B05
3	32223161	BIOUG08387-B07
3	32223162	BIOUG08387-B08
3	32223163	BIOUG08387-B09
3	32223164	BIOUG08387-B11
3	32223165	BIOUG08387-C01
3	32223166	BIOUG08387-C03
3	32223167	BIOUG08387-C05
3	32223168	BIOUG08387-C06
3	32223169	BIOUG08387-C07
3	32223170	BIOUG08387-C08
3	32223171	BIOUG08387-C09
3	32223172	BIOUG08387-D02
3	32223173	BIOUG08387-D03
3	32223174	BIOUG08387-D09
3	32223175	BIOUG08387-D10
3	32223176	BIOUG08387-D11
3	32223177	BIOUG08387-D12
3	32223178	BIOUG08387-E03
3	32223180	BIOUG08387-E07
3	32223181	BIOUG08387-E08
3	32223182	BIOUG08387-E09
3	32223183	BIOUG08387-E11
3	32223184	BIOUG08387-F04
3	32223185	BIOUG08387-F06
3	32223186	BIOUG08387-F11
3	32223187	BIOUG08387-F12
3	32223188	BIOUG08387-G01
3	32223189	BIOUG08387-G04
3	32260831	BIOUG08388-A02
3	32249781	BIOUG08388-H09
3	32368559	BIOUG08391-F02
3	32254212	BIOUG08392-A03
3	32254213	BIOUG08392-A08
3	32311642	BIOUG08402-A04
3	32311643	BIOUG08402-A10
3	32368123	BIOUG08402-B10
3	32368125	BIOUG08402-C03
3	32406655	BIOUG08402-C09
3	32321715	BIOUG08402-D12
3	32283931	BIOUG08402-E04
3	32406656	BIOUG08402-E07
3	32368146	BIOUG08402-E10
3	32296489	BIOUG08402-F02
3	32274816	BIOUG08403-A02
3	32265819	BIOUG08403-A04
3	32280270	BIOUG08403-C08
3	32264464	BIOUG08403-E06
3	32258505	BIOUG08403-G12
3	32259241	BIOUG08403-H02
3	32535438	BIOUG08403-H09
3	32446634	BIOUG08404-B03
3	32448663	BIOUG08404-E01
3	32229123	BIOUG08404-E06
3	32205962	BIOUG08404-E08
3	32231062	BIOUG08404-G08
3	32448667	BIOUG08404-G11
3	32219773	BIOUG08404-H01
3	32229124	BIOUG08404-H02
3	32223191	BIOUG08404-H03
3	32457416	BIOUG08405-A04
3	32454724	BIOUG08405-C08
3	32459753	BIOUG08405-C09
3	32457425	BIOUG08405-E07
3	32459312	BIOUG08405-F03
3	32457426	BIOUG08405-F09
3	32437482	BIOUG08405-G02
3	32437483	BIOUG08405-G05
3	32420788	BIOUG08405-G09
3	32436533	BIOUG08405-G10
3	32457430	BIOUG08405-H01
3	32420789	BIOUG08405-H06
3	32457606	BIOUG08426-E02
3	32457607	BIOUG08426-E07
3	32231167	BIOUG08426-F12
3	32231168	BIOUG08426-G07
3	32231169	BIOUG08426-G08
3	32231170	BIOUG08426-H01
3	32457608	BIOUG08426-H06
3	32457609	BIOUG08426-H10
3	32325387	BIOUG08427-E11
3	32296819	BIOUG08427-F03
3	32296820	BIOUG08427-F08
3	32315927	BIOUG08427-H02
3	32320847	BIOUG08427-H05
3	32311970	BIOUG08427-H06
3	32311971	BIOUG08427-H09
3	32320849	BIOUG08427-H10
3	32311972	BIOUG08427-H11
3	32231171	BIOUG08431-A04
3	32557382	BIOUG08431-H06
3	32423895	BIOUG08446-G01
3	32423896	BIOUG08446-G02
