InstitutionCode	family	count(*)
ZISP	Miridae	43
UHIM	Miridea	1
OMNH	Mitridae	3
FMNH	Miturgidae	2
IBUNAM	Miturgidae	3
MCZ	Miturgidae	14
MNHN	Miturgidae	2
UNM	Miturgidae	4
MCZ	Mobulidae	1
INHS	Mogoplistidae	1
TAMU	Mogoplistidae	14
OSU	Monomachidae	1
MCZ	Monommidae	1
CSCA	Monophlebidae	7
iNaturalist	Monophlebidae	4
KU	Monotomidae	23
OSU	Monotomidae	7
UGCA	Monotomidae	1
USNM	Monstrillidae	22
KU	Mordellidae	182
OSU	Mordellidae	3
TAMU	Mordellidae	804
TTU	Mordellidae	1
USNM	Mordellidae	9
USNM	Mormonillidae	3
MCZ	Mugilidae	2
MCZ	Munididae	1
USNM	Munididae	14
USNM	Munidopsidae	48
USNM	Munnidae	2
USNM	Munnopsidae	81
OMNH	Muricidae	16
INHS	Musapsocidae	1
iNaturalist	Muscidae	3
INHS	Muscidae	2
USNM	Muscidae	4
ASU	Mutillidae	108
CSU	Mutillidae	46
EMEC	Mutillidae	4
FMNH	Mutillidae	30
iNaturalist	Mutillidae	28
INHS	Mutillidae	105
MCZ	Mutillidae	8
MSU	Mutillidae	9
NMSU	Mutillidae	19
OSU	Mutillidae	48
TAMU	Mutillidae	249
TTU	Mutillidae	17
UAM	Mutillidae	2
UMNH	Mutillidae	2
UNM	Mutillidae	53
USNM	Mutillidae	21
KU	Mycetophagidae	13
TAMU	Mycetophagidae	13
OSU	Mycetophilidae	9
USNM	Mycetophilidae	4
OSU	Mycteridae	1
EMEC	Mydidae	3
iNaturalist	Mydidae	4
MCZ	Mydidae	1
OSU	Mydidae	1
USNM	Mydidae	98
USNM	Myicolidae	1
OSU	Mymaridae	3
UCR	Mymaridae	157
iNaturalist	Myrmeleontidae	2
INHS	Myrmeleontidae	1
NMSU	Myrmeleontidae	5
UNM	Myrmeleontidae	4
USNM	Myrmeleontidae	12
MCZ	Mysidae	1
USNM	Mysidae	65
FMNH	Mysmenidae	3
MCZ	Mysmenidae	25
AMNH	Nabidae	44
OSAC	Nabidae	2
UHIM	Nabidae	1
USNM	Nabidae	3
USNM	Nannastacidae	7
USNM	Nannosquillidae	11
OMNH	Naticidae	2
TTU	Naticidae	1
AMNH	Naucoridae	141
EMEC	Naucoridae	46
INHS	Naucoridae	1
KU	Naucoridae	1453
NMSU	Naucoridae	45
OSAC	Naucoridae	5
USNM	Naucoridae	6
INHS	Neanuridae	30
USNM	Nebaliidae	6
INHS	Neelidae	3
FMNH	Nemastomatidae	1
MCZ	Nemastomatidae	15
USNM	Nemastomatidae	1
USNM	Nematocarcinidae	14
USNM	Nemestrinidae	1
INHS	Nemouridae	3
USNM	Nemouridae	2
MCZ	Neobisiidae	9
USNM	Neomegamphopidae	3
MCZ	Neophyllobiidae	10
iNaturalist	Nephilidae	63
INHS	Nephilidae	2
iNaturalist	Nephropidae	1
MCZ	Nephropidae	1
USNM	Nephropidae	27
AMNH	Nepidae	34
ANSP	Nepidae	1
iNaturalist	Nepidae	1
INHS	Nepidae	2
KU	Nepidae	691
NMSU	Nepidae	8
OSAC	Nepidae	4
USNM	Nepidae	2
iNaturalist	Neriidae	3
OMNH	Neritidae	2
UNM	Nesticidae	5
EMEC	Nicoletiidae	1
NCSU	Ninidae	1
OSAC	Ninidae	1
TAMU	Ninidae	111
UCR	Ninidae	1
ASU	Nitidulidae	1
BYU	Nitidulidae	147
EMEC	Nitidulidae	6
KU	Nitidulidae	1366
OSU	Nitidulidae	397
TTU	Nitidulidae	25
USNM	Nitidulidae	1
UTC	Nitidulidae	1
EMEC	Noctuidae	11
FMNH	Noctuidae	48
iNaturalist	Noctuidae	134
MOD_CNC	Noctuidae	1
MOD_DMNS	Noctuidae	17
MSU	Noctuidae	61
NMSU	Noctuidae	1
OMNH	Noctuidae	2
UAM	Noctuidae	16
UNM	Noctuidae	369
USNM	Noctuidae	400
YPM	Noctuidae	2
AMNH	Nogodinidae	29
OSU	Nogodinidae	6
TAMU	Nogodinidae	63
UCR	Nogodinidae	1
UDCC	Nogodinidae	4
iNaturalist	Nolidae	62
MSU	Nolidae	1
KU	Nosodendridae	1
EMEC	Noteridae	1
FMNH	Noteridae	1
KU	Noteridae	17
NMSU	Noteridae	72
OSU	Noteridae	4
UNM	Noteridae	1
USNM	Notodelphyidae	4
ASU	Notodontidae	1
EMEC	Notodontidae	8
FMNH	Notodontidae	7
iNaturalist	Notodontidae	9
MSU	Notodontidae	17
USNM	Notodontidae	90
YPM	Notodontidae	36
AMNH	Notonectidae	746
INHS	Notonectidae	1
KU	Notonectidae	7154
NMSU	Notonectidae	15
OSAC	Notonectidae	11
USNM	Notonectidae	5
FMNH	Nycteribiidae	20
INHS	Nycteribiidae	1
ASU	Nymphalidae	39
DMNS	Nymphalidae	13
EMEC	Nymphalidae	5
FMNH	Nymphalidae	141
iNaturalist	Nymphalidae	7623
INHS	Nymphalidae	20
MCZ	Nymphalidae	138
MSU	Nymphalidae	185
NMSU	Nymphalidae	1
OMNH	Nymphalidae	67
UAM	Nymphalidae	6
UCM	Nymphalidae	1
UMNH	Nymphalidae	139
UNM	Nymphalidae	18
USNM	Nymphalidae	23
WFBM	Nymphalidae	2
YPM	Nymphalidae	1536
USNM	Nymphonidae	5
EMEC	Ochodaeidae	3
KU	Ochodaeidae	1
TAMU	Ochodaeidae	16
UNM	Ochodaeidae	13
AMNH	Ochteridae	10
KU	Ochteridae	34
USNM	Ochteridae	4
iNaturalist	Ocypodidae	7
MCZ	Ocypodidae	13
NMSU	Ocypodidae	2
USNM	Ocypodidae	70
INHS	Odontellidae	4
EMEC	Odontoceridae	1
INHS	Odontoceridae	14
USNM	Odontoceridae	2
USNM	Odontodactylidae	3
ASU	Oecanthidae	1
INHS	Oecanthidae	2
NAUF	Oecanthidae	2
NMSU	Oecanthidae	1
TTU	Oecanthidae	2
IBUNAM	Oecobiidae	5
iNaturalist	Oecobiidae	2
MCZ	Oecobiidae	2
UNM	Oecobiidae	1
INHS	Oecophoridae	9
MSU	Oecophoridae	3
KU	Oedemeridae	15
MCZ	Oedemeridae	8
OSU	Oedemeridae	78
TAMU	Oedemeridae	43
UA	Oedemeridae	57
USNM	Oedicerotidae	6
USNM	OedicerotidaeÂ 	1
iNaturalist	Oestridae	1
USNM	Oestridae	1
USNM	Ogyrididae	4
USNM	Oithonidae	1
INHS	Oligoneuriidae	1
iNaturalist	Oligotomidae	1
OMNH	Olividae	5
MCZ	Olpiidae	5
USNM	Oncaeidae	7
INHS	Oncopoduridae	7
USNM	Oniscidae	5
INHS	Onychiuridae	2
CAS	Oonopidae	40
DMNS	Oonopidae	1
FMNH	Oonopidae	24
MCZ	Oonopidae	111
MCZ	Oplophoridae	4
USNM	Oplophoridae	5
USNM	Opostegidae	4
OSU	Ormyridae	1
CSCA	Ortheziidae	4
USNM	Ortheziidae	7
UMNH	Orthoptera	25
MCZ	Oryidae	4
TTU	Ostomatidae	7
MCZ	Ostomidae	1
MCZ	Otitidae	1
USNM	Otitidae	2
TAMU	Oxaeidae	16
USNM	Oxaeidae	1
AMNH	Oxycarenidae	39
TAMU	Oxycarenidae	2
USNM	Oxycephalidae	11
USNM	Oxynaspididae	1
DMNS	Oxyopidae	4
iNaturalist	Oxyopidae	225
MCZ	Oxyopidae	76
NMSU	Oxyopidae	1
UNM	Oxyopidae	11
AMNH	Pachygronthidae	34
OSAC	Pachygronthidae	4
TAMU	Pachygronthidae	177
UCR	Pachygronthidae	2
USNM	Pachymeridae	7
iNaturalist	Paguridae	1
USNM	Paguridae	135
MCZ	Palaemonidae	44
USNM	Palaemonidae	128
USNM	Palicidae	10
iNaturalist	Palinuridae	8
USNM	Palinuridae	61
OSU	Pamphiliidae	2
MCZ	Pandalidae	6
USNM	Pandalidae	13
USNM	Pandaridae	19
USNM	Panorpidae	4
KU	Panorpodidae	4
MSU	Pantheidae	1
ASU	Papilionidae	3
CSU	Papilionidae	211
DMNS	Papilionidae	13
FMNH	Papilionidae	43
iNaturalist	Papilionidae	1020
INHS	Papilionidae	7
MCZ	Papilionidae	67
MSU	Papilionidae	26
NMSU	Papilionidae	2
PU	Papilionidae	14
UAM	Papilionidae	3
UMNH	Papilionidae	17
UNM	Papilionidae	5
USNM	Papilionidae	514
YPM	Papilionidae	263
USNM	Paracalanidae	2
USNM	Paracytherideidae	1
FMNH	Paradoxosomatidae	2
iNaturalist	Paradoxosomatidae	11
UNM	Paradoxosomatidae	1
MCZ	Paraiulidae	8
FMNH	Parajulidae	15
UNM	Parajulidae	9
USNM	Parajulidae	11
USNM	Paranthuridae	19
USNM	Parapaguridae	17
USNM	Paraphronimidae	5
USNM	Parapseudidae	2
USNM	Parascelidae	1
USNM	Parasquillidae	4
USNM	Parastacidae	1
USNM	Parastenocarididae	1
iNaturalist	Paratropididae	1
USNM	Pardaliscidae	2
USNM	Parkiidae	1
INHS	Paronellidae	20
MCZ	Parthenopidae	6
USNM	Parthenopidae	5
MCZ	Pasiphaeidae	1
USNM	Pasiphaeidae	2
EMEC	Passalidae	8
iNaturalist	Passalidae	2
KU	Passalidae	4
TAMU	Passalidae	206
TTU	Passalidae	9
UNM	Passalidae	1
USNM	Passalidae	2
OMNH	Patellidae	2
OMNH	Pectinidae	5
iNaturalist	Pediculidae	1
INHS	Pelecinidae	5
MSU	Pelecinidae	1
OSU	Pelecinidae	8
USNM	Peltidiidae	1
iNaturalist	Penaeidae	1
MCZ	Penaeidae	2
USNM	Penaeidae	490
USNM	Pennellidae	9
AMNH	Pentatomidae	2863
ASU	Pentatomidae	3
CMNH	Pentatomidae	465
CSUC	Pentatomidae	210
iNaturalist	Pentatomidae	103
INHS	Pentatomidae	382
NCSU	Pentatomidae	18
NMSU	Pentatomidae	9
OSAC	Pentatomidae	119
OSU	Pentatomidae	2
TAMU	Pentatomidae	3481
TTU	Pentatomidae	4
UCR	Pentatomidae	106
UHIM	Pentatomidae	1
UNM	Pentatomidae	3
USNM	Pentatomidae	41
iNaturalist	Pergidae	1
INHS	Pergidae	95
OSU	Pergidae	2
USNM	Pergidae	5
OSU	Perilampidae	4
USNM	Perilampidae	3
USNM	Periscelididae	3
FMNH	Perlidae	6
INHS	Perlidae	43
KU	Perlidae	2
INHS	Perlodidae	1
USNM	Phaennidae	4
INHS	Phalacridae	1
KU	Phalacridae	16
TTU	Phalacridae	32
USNM	Phalacridae	9
EMEC	Phalangiidae	17
MCZ	Phalangiidae	4
iNaturalist	Phalangodidae	1
MCZ	Phalangodidae	1
UMNH	Phasmatidae	3
EMEC	Phengodidae	3
KU	Phengodidae	45
OSU	Phengodidae	15
TTU	Phengodidae	2
USNM	Phengodidae	4
USNM	Philichthyidae	17
FMNH	Philodromidae	1
IBUNAM	Philodromidae	2
iNaturalist	Philodromidae	2
MCZ	Philodromidae	3
UNM	Philodromidae	15
USNM	Philomedidae	1
EMEC	Philopotamidae	1
FMNH	Philopotamidae	3
INHS	Philopotamidae	438
KU	Philopotamidae	19
USNM	Philopotamidae	10
EMEC	Philopteridae	25
FMNH	Philopteridae	125
iNaturalist	Philopteridae	2
USNM	Philopteridae	51
USNM	Philosciidae	5
NMSU	Phlaeothripidae	1
UAM	Phlaeothripidae	731
USNM	Phlaeothripidae	26
USNM	Phliantidae	6
USNM	Phoenicococcidae	1
DMNS	Pholcidae	7
FMNH	Pholcidae	12
GBIF	Pholcidae	102
IBUNAM	Pholcidae	225
iNaturalist	Pholcidae	45
MCZ	Pholcidae	63
SMF	Pholcidae	2
UNM	Pholcidae	15
USNM	Pholcidae	2
LACM	Phoridae	1220
USNM	Phoridae	11
USNM	Photidae	24
USNM	Phoxichilidiidae	12
USNM	Phoxocephalidae	10
USNM	Phronimidae	45
USNM	Phrosinidae	13
FMNH	Phrurolithidae	6
MCZ	Phrurolithidae	119
DMNS	Phrynidae	3
iNaturalist	Phrynidae	35
MCZ	Phrynidae	5
USNM	Phyllopodidae	1
USNM	Phymatidae	1
TTU	Physalopteridae	7
MCZ	Phytoseiidae	31
ASU	Pieridae	1
FMNH	Pieridae	58
iNaturalist	Pieridae	1486
INHS	Pieridae	14
MCZ	Pieridae	125
MOD_DMNS	Pieridae	1
MSU	Pieridae	37
NMSU	Pieridae	3
OMNH	Pieridae	21
UAM	Pieridae	17
UCM	Pieridae	1
UMNH	Pieridae	82
UNM	Pieridae	21
USNM	Pieridae	8
YPM	Pieridae	516
AMNH	Piesmatidae	1
OSAC	Piesmatidae	1
TAMU	Piesmatidae	239
USNM	Pilumnidae	7
USNM	Pilumnoididae	1
UHIM	Pinaceae	10
OMNH	Pinnidae	2
MCZ	Pinnotheridae	11
USNM	Pinnotheridae	50
FMNH	Pisauridae	4
iNaturalist	Pisauridae	19
MCZ	Pisauridae	21
UNM	Pisauridae	2
TTU	Plagiorchiidae	1
USNM	Platyarthridae	1
FMNH	Platydesmidae	15
MCZ	Platydesmidae	8
USNM	Platydesmidae	4
FMNH	Platygastridae	1
INHS	Platygastridae	3
MSU	Platygastridae	1
OSU	Platygastridae	6446
USNM	Platyischnopidae	1
USNM	Platylepadidae	1
FMNH	Platyrhacidae	1
iNaturalist	Platyrhacidae	1
MCZ	Platyrhacidae	3
USNM	Platyrhacidae	9
USNM	Platyscelidae	9
EMEC	Platystictidae	2
USNM	Platystictidae	253
USNM	Platystomatidae	1
DMNS	Plectreuridae	1
IBUNAM	Plectreuridae	1
MCZ	Plectreuridae	25
KU	Pleidae	69
USNM	Pleidae	2
NMSU	Pleocomidae	1
TTU	Pleotomus pallens	1
USNM	Pleustidae	1
iNaturalist	Plutellidae	1
USNM	Podoceridae	16
UA	Podoscirtidae	1
USNM	Poecilasmatidae	1
iNaturalist	Pollicipedidae	1
USNM	Pollicipedidae	2
EMEC	Polycentropidae	1
INHS	Polycentropodidae	149
KU	Polycentropodidae	2
USNM	Polycentropodidae	9
USNM	Polychelidae	12
FMNH	Polydesmidae	4
USNM	Polydesmidae	1
MCZ	Polymitarcidae	1
INHS	Polymitarcyidae	2
TTU	Polymorphidae	1
NMSU	Polyphagidae	7
TAMU	Polyphagidae	45
UNM	Polyphagidae	1
EMEC	Polyplacidae	4
USNM	Polyplacidae	9
EMEC	Polythoridae	1
USNM	Polythoridae	21
EMEC	Pompilidae	4
FMNH	Pompilidae	32
iNaturalist	Pompilidae	11
INHS	Pompilidae	25
KU	Pompilidae	2
MCZ	Pompilidae	5
MSU	Pompilidae	168
NMSU	Pompilidae	36
OSU	Pompilidae	60
TAMU	Pompilidae	171
UNM	Pompilidae	3
USNM	Pompilidae	38
USNM	Pontellidae	40
MCZ	Porcellanidae	16
USNM	Porcellanidae	79
iNaturalist	Porcellionidae	5
UNM	Porcellionidae	12
USNM	Porcellionidae	146
USNM	Porocephalidae	4
iNaturalist	Portunidae	10
MCZ	Portunidae	11
USNM	Portunidae	76
USNM	Potamidae	2
OMNH	Poteriidae	1
FMNH	Prisopodidae	1
USNM	Procarididae	5
USNM	Processidae	38
INHS	Proctotrupidae	2
MSU	Proctotrupidae	3
OSU	Proctotrupidae	192
MCZ	Prodidomidae	4
EMEC	Prodoxidae	1
USNM	Pronoidae	8
EMEC	Protoneuridae	3
USNM	Protoneuridae	119
YPM	Protoneuridae	1
USNM	Psalidopodidae	8
MCZ	Pselaphidae	2
USNM	Pselaphidae	1
EMEC	Psephenidae	8
FMNH	Psephenidae	1
INHS	Psephenidae	5
KU	Psephenidae	9
OMNH	Psephenidae	324
USNM	Psephenidae	1
CSCA	Pseudococcidae	22
EMEC	Pseudococcidae	3
USNM	Pseudococcidae	22
USNM	Pseudocyclopidae	2
USNM	Pseudocycnidae	20
USNM	Pseudodiaptomidae	9
FMNH	Pseudonannolenidae	1
FMNH	Pseudophasmatidae	1
iNaturalist	Pseudophasmatidae	1
USNM	Pseudorhombilidae	4
USNM	Pseudosquillidae	10
EMEC	Pseudostigmatidae	11
SDNHM	Pseudostigmatidae	1
USNM	Pseudostigmatidae	36
YPM	Pseudostigmatidae	29
iNaturalist	Pseudothelphusidae	3
MCZ	Pseudothelphusidae	4
USNM	Pseudothelphusidae	79
TTU	Psilostomatidae	1
iNaturalist	Psocidae	6
OSU	Psocidae	1
FMNH	Psychidae	1
iNaturalist	Psychidae	2
USNM	Psychidae	5
iNaturalist	Psychodidae	17
USNM	Psychodidae	3
EMEC	Psychomyiidae	2
INHS	Psychomyiidae	42
USNM	Psychomyiidae	2
EMEC	Psyllidae	2
UCR	Psyllidae	9
USNM	Psyllidae	54
INHS	Psyllipsocidae	1
USNM	Psyllipsocidae	2
OMNH	Pteriidae	1
USNM	Pterolonchidae	1
EMEC	Pteromalidae	63
INHS	Pteromalidae	21
OSU	Pteromalidae	7
USNM	Pteromalidae	6
ASU	Pterophoridae	2
EMEC	Pterophoridae	2
iNaturalist	Pterophoridae	9
KU	Ptiliidae	462
OSU	Ptiliidae	62
USNM	Ptiliidae	3
KU	Ptilodactylidae	426
OMNH	Ptilodactylidae	12
OSU	Ptilodactylidae	16
TTU	Ptilodactylidae	33
OSU	Ptinidae	9
TTU	Ptinidae	2
USNM	Ptinidae	6
USNM	Pulicidae	3
CSCA	Putoidae	10
USNM	Pycnogonidae	4
USNM	Pygidicranidae	2
USNM	Pylochelidae	1
EMEC	Pyralidae	6
iNaturalist	Pyralidae	9
UNM	Pyralidae	20
USNM	Pyralidae	198
YPM	Pyralidae	5
FMNH	Pyrgodesmidae	11
iNaturalist	Pyrgodesmidae	10
MCZ	Pyrgodesmidae	16
USNM	Pyrgodesmidae	28
iNaturalist	Pyrgomorphidae	40
USNM	Pyrgotidae	1
EMEC	Pyrochroidae	1
AMNH	Pyrrhocoridae	752
iNaturalist	Pyrrhocoridae	41
OSAC	Pyrrhocoridae	191
MCZ	Raninidae	2
USNM	Raninidae	24
OSU	Raphidiidae	2
USNM	Rataniidae	1
AMNH	Reduviidae	552
BDGC	Reduviidae	103
BMNH	Reduviidae	2
CAS	Reduviidae	581
CMNH	Reduviidae	2
CNC	Reduviidae	200
CSUC	Reduviidae	19
CUIC	Reduviidae	51
DAR	Reduviidae	72
EMEC	Reduviidae	19
FMNH	Reduviidae	101
FSCA	Reduviidae	70
HNHM	Reduviidae	20
IBUNAM	Reduviidae	483
IEXA	Reduviidae	16
iNaturalist	Reduviidae	93
ISNB	Reduviidae	19
KU	Reduviidae	373
LACM	Reduviidae	130
MACN	Reduviidae	25
MNHN	Reduviidae	1
MNRJ	Reduviidae	1
MZH	Reduviidae	1
MZSP	Reduviidae	3
NCSU	Reduviidae	29
NHMW	Reduviidae	6
NHRS	Reduviidae	10
NMSU	Reduviidae	1
OSAC	Reduviidae	104
OSU	Reduviidae	13
RMNH	Reduviidae	31
SDNH	Reduviidae	102
TAMU	Reduviidae	660
TTU	Reduviidae	13
UCB	Reduviidae	3890
UCD	Reduviidae	400
UCR	Reduviidae	232
UMNH	Reduviidae	17
UMSP	Reduviidae	21
UNM	Reduviidae	1
USNM	Reduviidae	304
WFBM	Reduviidae	10
ZMAN	Reduviidae	1
ZSM	Reduviidae	21
FMNH	Rhachodesmidae	9
iNaturalist	Rhachodesmidae	12
INHS	Rhachodesmidae	2
MCZ	Rhachodesmidae	25
USNM	Rhachodesmidae	28
INHS	Rhaphidophoridae	60
TAMU	Rhaphidophoridae	5
UA	Rhaphidophoridae	3
UNM	Rhaphidophoridae	1
FMNH	Rhinocricidae	22
iNaturalist	Rhinocricidae	8
INHS	Rhinocricidae	3
MCZ	Rhinocricidae	3
UNM	Rhinocricidae	1
USNM	Rhinocricidae	9
UA	Rhinotermitidae	213
UNM	Rhinotermitidae	4
USNM	Rhinotermitidae	2
MCZ	Rhipiphoridae	1
AMNH	Rhopalidae	319
ASU	Rhopalidae	6
iNaturalist	Rhopalidae	26
NCSU	Rhopalidae	8
OSAC	Rhopalidae	12
TAMU	Rhopalidae	1819
UCR	Rhopalidae	17
USNM	Rhopalidae	2
MSU	Rhopalopsyllidae	7
MSU	Rhopalosomatidae	1
EMEC	Rhyacophilidae	1
INHS	Rhyacophilidae	18
USNM	Rhyacophilidae	1
NAUF	Rhynchitidae	1
USNM	Rhynchitidae	2
AMNH	Rhyparochromidae	750
iNaturalist	Rhyparochromidae	1
NCSU	Rhyparochromidae	1
OSAC	Rhyparochromidae	4
OSU	Rhyparochromidae	5
TAMU	Rhyparochromidae	838
UCR	Rhyparochromidae	128
USNM	Rhyscotidae	1
KU	Rhysodidae	1
MCZ	Rhysodidae	1
OSU	Rhysodidae	17
UAM	Rhysodidae	245
MCZ	Richardiidae	1
USNM	Ricinidae	1
iNaturalist	Ricinoididae	1
MCZ	Ricinoididae	30
USNM	Ridgewayiidae	1
EMEC	Riodinidae	1
iNaturalist	Riodinidae	509
INHS	Riodinidae	2
MCZ	Riodinidae	58
MSU	Riodinidae	30
UMNH	Riodinidae	18
UNM	Riodinidae	9
USNM	Riodinidae	24
YPM	Riodinidae	153
TAMU	Ripiphoridae	30
UA	Ripipterygidae	3
BYU	Romaleidae	47
FMNH	Romaleidae	5
iNaturalist	Romaleidae	153
INHS	Romaleidae	15
NMSU	Romaleidae	2
TAMU	Romaleidae	77
UA	Romaleidae	30
UNM	Romaleidae	7
USNM	Ropalomeridae	1
TTU	Rutelidae	14
USNM	Rutidermatidae	4
USNM	Ryocalanidae	3
AMNH	Saldidae	346
iNaturalist	Saldidae	1
OSAC	Saldidae	19
UCR	Saldidae	3
USNM	Saldidae	2
EMEC	Salpingidae	12
KU	Salpingidae	20
TAMU	Salpingidae	14
DMNS	Salticidae	11
FMNH	Salticidae	37
IBUNAM	Salticidae	75
iNaturalist	Salticidae	489
MCZ	Salticidae	1066
NMSU	Salticidae	12
SDSU	Salticidae	55
UNM	Salticidae	44
MCZ	Samoidae	3
USNM	Santiidae	1
USNM	Sapphirinidae	5
USNM	Sarcophagidae	17
USNM	Sarsiellidae	4
CSU	Saturniidae	105
DMNS	Saturniidae	8
FMNH	Saturniidae	62
iNaturalist	Saturniidae	149
MOD_CNC	Saturniidae	3
MOD_DMNS	Saturniidae	32
MOD_SBMNH	Saturniidae	6
MSU	Saturniidae	24
NAUF	Saturniidae	1
NMSU	Saturniidae	31
OMNH	Saturniidae	2
UMNH	Saturniidae	7
UNM	Saturniidae	6
USNM	Saturniidae	49
YPM	Saturniidae	231
USNM	Scalpellidae	5
ASU	Scarabaeidae	1341
DMNS	Scarabaeidae	1
EMEC	Scarabaeidae	6
iNaturalist	Scarabaeidae	299
INHS	Scarabaeidae	6
KU	Scarabaeidae	385
MCZ	Scarabaeidae	33
NAUF	Scarabaeidae	626
NMSU	Scarabaeidae	103
OMNH	Scarabaeidae	7
OSU	Scarabaeidae	311
TAMU	Scarabaeidae	15406
TTU	Scarabaeidae	1599
UA	Scarabaeidae	1489
UCM	Scarabaeidae	24
UMNH	Scarabaeidae	11
UNL	Scarabaeidae	12533
UNM	Scarabaeidae	177
USNM	Scarabaeidae	160
USNM	Scatopsidae	1
INHS	Scelionidae	45
MSU	Scelionidae	4
USNM	Scelionidae	1
EMEC	Scenopinidae	1
USNM	Scenopinidae	1
MCZ	Schendylidae	6
USNM	Schendylidae	4
USNM	Schizocytheridae	2
USNM	Schizopetalidae	2
FMNH	Schizopteridae	71
FSCA	Schizopteridae	11
TAMU	Schizopteridae	6
UCR	Schizopteridae	2
USNM	Schizopteridae	9
USNM	Sciaridae	1
USNM	Scinidae	4
OSU	Sciomyzidae	16
USNM	Sciomyzidae	7
KU	Scirtidae	6
OSU	Scirtidae	2
USNM	Sclerogibbidae	1
EMEC	Sclerosomatidae	11
FMNH	Sclerosomatidae	21
iNaturalist	Sclerosomatidae	34
INHS	Sclerosomatidae	1
MCZ	Sclerosomatidae	54
TTU	Sclerosomatidae	4
UNM	Sclerosomatidae	2
USNM	Scolecitrichidae	11
FMNH	Scoliidae	17
iNaturalist	Scoliidae	15
INHS	Scoliidae	58
MSU	Scoliidae	13
NMSU	Scoliidae	12
OSU	Scoliidae	60
USNM	Scoliidae	2
FMNH	Scollidae	16
FMNH	Scolopendridae	1
iNaturalist	Scolopendridae	37
MCZ	Scolopendridae	44
UNM	Scolopendridae	11
USNM	Scolopendridae	4
MCZ	Scolopocryptopidae	30
CSU	Scolytidae	1
USNM	Scolytidae	95
KU	Scraptiidae	18
OSU	Scraptiidae	5
TAMU	Scraptiidae	218
USNM	Scutacaridae	1
AMNH	Scutelleridae	205
BYU	Scutelleridae	5
CMNH	Scutelleridae	26
iNaturalist	Scutelleridae	5
NMSU	Scutelleridae	1
OSAC	Scutelleridae	3
OSU	Scutelleridae	1
TAMU	Scutelleridae	519
FMNH	Scutigeridae	1
iNaturalist	Scutigeridae	7
MCZ	Scutigeridae	8
USNM	Scutigeridae	4
KU	Scydmaenidae	2845
MCZ	Scyllaridae	2
USNM	Scyllaridae	34
USNM	Scyphacidae	6
EMEC	Scythrididae	1
iNaturalist	Scythrididae	2
DMNS	Scytodidae	3
EM	Scytodidae	1
FMNH	Scytodidae	2
IBUNAM	Scytodidae	48
iNaturalist	Scytodidae	19
MCZ	Scytodidae	68
SMF	Scytodidae	1
UNM	Scytodidae	4
FMNH	Segestriidae	2
MCZ	Segestriidae	13
UNM	Segestriidae	1
DMNS	Selenopidae	1
EMEC	Selenopidae	2
iNaturalist	Selenopidae	26
MCZ	Selenopidae	16
SCC	Selenopidae	12
SMF	Selenopidae	2
UNM	Selenopidae	1
iNaturalist	Sematuridae	2
MSU	Sematuridae	2
DMNS	Senoculidae	1
MCZ	Senoculidae	6
USNM	Sergestidae	4
EMEC	Sericostomatidae	2
USNM	Serolidae	4
EMEC	Sesiidae	1
iNaturalist	Sesiidae	2
USNM	Sesiidae	1
UMNH	Sessiidae	1
DMNS	Sicariidae	2
IBUNAM	Sicariidae	9
iNaturalist	Sicariidae	8
MCZ	Sicariidae	10
UNM	Sicariidae	7
MCZ	Sicyoniidae	2
USNM	Sicyoniidae	184
MSU	Sierolomorphidae	1
ASU	Silphidae	2
EMEC	Silphidae	4
FMNH	Silphidae	169
iNaturalist	Silphidae	5
INHS	Silphidae	1
KU	Silphidae	1
OSU	Silphidae	4
TAMU	Silphidae	95
UA	Silphidae	2
KU	Silvanidae	120
USNM	Silvanidae	1
KU	Simuliidae	63
USNM	Simuliidae	6
FMNH	Siphoniulidae	2
FMNH	Siphonophoridae	15
MCZ	Siphonophoridae	7
USNM	Siphonophoridae	1
INHS	Siricidae	1
INHS	Sisyridae	1
INHS	Sminthuridae	18
INHS	Sminthurididae	9
MCZ	Sogonidae	4
USNM	Sogonidae	9
OMNH	Solenidae	2
USNM	Solenoceridae	59
USNM	Somatiidae	1
DMNS	Sparassidae	3
FMNH	Sparassidae	2
iNaturalist	Sparassidae	73
MCZ	Sparassidae	70
SMF	Sparassidae	1
iNaturalist	Speleonectidae	1
MCZ	Speleonectidae	1
FMNH	Sphaeriodesmidae	16
MCZ	Sphaeriodesmidae	22
USNM	Sphaeriodesmidae	7
INHS	Sphaeroceridae	1
MCZ	Sphaeroceridae	43
USNM	Sphaeroceridae	2
USNM	Sphaeromatidae	79
CSCA	Sphecidae	141
EMEC	Sphecidae	24
iNaturalist	Sphecidae	17
INHS	Sphecidae	4
KU	Sphecidae	10
MSU	Sphecidae	16
NMSU	Sphecidae	2
OSU	Sphecidae	74
TAMU	Sphecidae	179
TTU	Sphecidae	9
USNM	Sphecidae	62
KU	Sphindidae	3
ASU	Sphingidae	1
CSU	Sphingidae	128
DMNS	Sphingidae	26
EMEC	Sphingidae	60
FMNH	Sphingidae	36
iNaturalist	Sphingidae	190
MSU	Sphingidae	22
UMNH	Sphingidae	1
UNM	Sphingidae	9
USNM	Sphingidae	17
YPM	Sphingidae	2
USNM	Spinocalanidae	18
FMNH	Spirobolellidae	1
USNM	Spirobolellidae	2
