scientificName	unique_geo
Exomalopsis (Exomalopsis) similis arida	1
Exomalopsis (Exomalopsis) similis modesta	1
Exomalopsis (Exomalopsis) tarsalis	1
Exomalopsis (Exomalopsis) tepaneca	1
Exomalopsis (Exomalopsis) tibialis	1
Exomalopsis (Phanomalopsis) arcuata	1
Exomalopsis (Phanomalopsis) binotata	3
Exomalopsis (Phanomalopsis) byersi	1
Exomalopsis (Phanomalopsis) dimidiata	2
Exomalopsis (Phanomalopsis) grandior	1
Exomalopsis (Phanomalopsis) hurdi	3
Exomalopsis (Phanomalopsis) magna	1
Exomalopsis (Phanomalopsis) PCAM-4	1
Exomalopsis (Phanomalopsis) pueblana	1
Exomalopsis (Phanomalopsis) snowi	10
Exomalopsis (Phanomalopsis) solani	11
Exomalopsis (Stilbomalopsis)	14
Exomalopsis (Stilbomalopsis) birkmanni	4
Exomalopsis (Stilbomalopsis) byersi	3
Exomalopsis (Stilbomalopsis) chameleisis	1
Exomalopsis (Stilbomalopsis) dimidiata	3
Exomalopsis (Stilbomalopsis) limata	1
Exomalopsis (Stilbomalopsis) notabilis	1
Exomalopsis (Stilbomalopsis) solani	47
Exomalopsis (Stilbomalopsis) solidaginis	4
Exomalopsis albovittata Cockerell, 1918	1
Exomalopsis analis	1
Exomalopsis analis Spinola, 1853	1
Exomalopsis arcuata Timberlake, 1980	11
Exomalopsis binotata	1
Exomalopsis binotata Timberlake, 1980	12
Exomalopsis birkmanni Cockerell, 1922	5
Exomalopsis boharti Timberlake, 1980	11
Exomalopsis brevicornis Timberlake, 1980	2
Exomalopsis byersi	1
Exomalopsis byersi Timberlake, 1980	12
Exomalopsis cerei Timberlake, 1947	1
Exomalopsis compta Timberlake, 1980	11
Exomalopsis consobrina Timberlake, 1980	5
Exomalopsis cornigera Cockerell, 1922	6
Exomalopsis dimidiata Timberlake, 1980	10
Exomalopsis euphorbiae Timberlake, 1947	4
Exomalopsis exilis Timberlake, 1980	1
Exomalopsis frederici Cockerell, 1914	22
Exomalopsis fumipennis Timberlake, 1980	1
Exomalopsis globosa (Fabricius, 1793)	2
Exomalopsis gracilicornis Timberlake, 1980	1
Exomalopsis hurdi Timberlake, 1980	18
Exomalopsis interrupta Timberlake, 1980	5
Exomalopsis laticincta Timberlake, 1980	4
Exomalopsis levigata Timberlake, 1980	3
Exomalopsis limata Cresson, 1878	4
Exomalopsis mellipes	1
Exomalopsis mellipes Cresson, 1878	25
Exomalopsis minima Timberlake, 1980	1
Exomalopsis morula Timberlake, 1980	2
Exomalopsis nitens	1
Exomalopsis oaxacana Timberlake, 1980	1
Exomalopsis occipitalis Timberlake, 1980	2
Exomalopsis otomita Cresson, 1878	2
Exomalopsis parva Timberlake, 1980	6
Exomalopsis pubescens Cresson, 1865	1
Exomalopsis pueblana Timberlake, 1980	9
Exomalopsis rufiventris Timberlake, 1947	9
Exomalopsis scapalis Timberlake, 1980	7
Exomalopsis serrata Friese, 1899	5
Exomalopsis sidae Cockerell	1
Exomalopsis sidae Cockerell, 1897	3
Exomalopsis similis subsp. arida Cockerell, 1923	22
Exomalopsis similis subsp. modesta Timberlake, 1980	1
Exomalopsis similis subsp. similis	19
Exomalopsis snowi Cockerell, 1906	3
Exomalopsis solani	6
Exomalopsis solani Cockerell	2
Exomalopsis solani Cockerell, 1896	114
Exomalopsis solidaginis	1
Exomalopsis solidaginis Cockerell, 1898	56
Exomalopsis Spinola, 1853	45
Exomalopsis spp.	1
Exomalopsis tepaneca Cresson, 1876	6
Exomalopsis tibialis Timberlake, 1980	1
Exomalopsis tricinctula Timberlake, 1980	1
Exomalopsis zexmeniae Cockerell, 1912	14
Exomella merickeli Johnson, 1985	1
Exomella pleuralis (Casey, 1908)	1
Exopalpus forreri (Wulp, 1894)	1
Exopalpus intermedia (Wulp, 1890)	1
Exopalpus Macquart, 1851	1
Exoprosopa caliptera (Say)	1
Exoprosopa decora	1
Exoprosopa decora Loew, 1869	2
Exoprosopa doris Osten_Sacken	2
Exoprosopa fasciata	1
Exoprosopa fasciata Macquart, 1840	3
Exoprosopa fascipennis (Say, 1824)	2
Exoprosopa fascipennis albicollaris	1
Exoprosopa fascipennis fascipennis	1
Exoprosopa Macquart, 1840	18
Exoprosopa pardus Osten Sacken, 1886	1
Exoprosopa sp.	1
Exoprosopa spp.	1
Exoprosopa titubans Osten Sacken, 1877	1
Exorista dydas (Walker, 1849)	6
Exorista larvarum	1
Exorista larvarum (Linnaeus, 1758)	6
Exorista mella	1
Exorista mella (Walker, 1849)	6
Exorista rustica (Fallen, 1810)	6
Exorista sp.	1
Exosphaeroma diminutum Menzies & Frankenberg, 1966	5
Exotela FÃ¶rster, 1862	2
Exotela spp.	1
Exoteleia dodecella Linnaeus, 1758	3
Exoteleia N. Sp.	1
Exoteleia nepheos	1
Exoteleia pinifoliella Chambers, 1880	8
expallidalis	1
Expansicervinia glacieria Montagna, 1981	2
Explorator canadensis (Fall, 1920)	3
expolita	1
exprimens	1
expurgata expurgata	1
expurgata franclemonti	1
Exrima singula Humes, 1987	1
exsertistigma	1
exsiccata	1
extemporata	1
extensa	1
extenuata	1
extincta	1
extorris	1
extranea	2
extraneella	1
extremis	2
Extrusanus	1
Extrusanus extrusus	1
Exyra fax	1
Exyra fax Grote, 1873	4
Exyra ridingsii	1
Exyra ridingsii Riley, 1874	2
Exyra semicrocea	1
Exyra semicrocea (Guenée, 1852)	1
Exyra semicrocea GuenÃ©e, 1852	3
Exysma Gorham, 1891	1
Exyston californicus	1
Exyston clavatus	1
Exyston flavens	1
Exyston hadros	1
Exyston illinois	1
Exyston maculosus	1
Exyston marginatus	1
Exyston SchiÃ¸dte, 1839	1
Exyston sponsorius	1
Exyston spp.	1
Exyston variatus	1
Eyakia robusta (Holmes, 1908)	2
Eylais Latreille, 1796	4
Fabia subquadrata Dana, 1851	1
Fabia tellinae Cobb, 1973	2
Fabiola Busck, 1908	1
Fabria complicata (Banks, 1924)	1
Fabria inornata	1
Fabria inornata (Banks, 1907)	4
facioloides magna	2
Faculta inaequalis (Busck)	3
Fagacarus verrucosus Fain & Norton, 1979	1
Fagitana littera	1
Fagitana littera GuenÃ©e, 1852	1
Fagocyba Dlabola, 1958	1
Faiditus cancellatus	3
Faiditus cancellatus (Hentz, 1850)	3
Falagria	2
Falagria dissecta	14
Falagria dissecta Erichson, 1840	1
Falagriini	35
Falagriota occidua	2
falcata	2
falcataria	3
Falcicula hebardi	3
falcifera	1
falciferella	1
Falconia Distant, 1884	1
Falconina gracilis (von Keyserling, 1891)	1
falcula (mansueta)	1
Fallapion finitimum	1
Fallapion Kissinger, 1968	1
Fallapion melanarium	1
Fallapion pennsylvanicum	1
Fallapion pennsylvanicum (Boheman, 1839)	1
fallax	2
Fallceon quilleri	58
Fallceon quilleri (Dodds, 1923)	5
Fallicambarus (Creaserinus) fodiens (Cottle, 1863)	1
Fallocampus albostigmus	1
Fallotaspis HupÃ©, 1953	1
Fallotritella biscaynensis	8
Falsomordellistena bihamata	5
Falsomordellistena discolor (Melsheimer, 1845)	1
Falsomordellistena Ermisch, 1941	3
Falsomordellistena hebraica	8
Falsomordellistena liturata (Melsheimer, 1846)	1
Falsomordellistena pubescens	16
falsus	1
Fania nanus	1
Fannia abrupta Malloch, 1924	8
Fannia aethiops	1
Fannia aethiops Malloch, 1913	1
Fannia americana	1
Fannia americana Malloch, 1927	1
Fannia armata (Meigen, 1826)	1
Fannia atra	1
Fannia atra (Stein, 1895)	3
Fannia borealis Chillcott, 1961	1
Fannia brevicauda Chillcott, 1961	1
Fannia brevipalpis	1
Fannia brooksi	1
Fannia brooksi Chillcott, 1961	17
Fannia canicularis	1
Fannia canicularis (Linnaeus)	1
Fannia canicularis (Linnaeus, 1761)	13
Fannia canicularis Linnaeus	1
Fannia coracina (Loew, 1873)	2
Fannia corvina	1
Fannia corvina (Verrall, 1892)	5
Fannia depressa	1
Fannia depressa (Stein, 1898)	1
Fannia difficilis	1
Fannia difficilis (Stein, 1895)	1
Fannia falcata Chillcott, 1961	1
Fannia fuscitibia	1
Fannia fuscitibia Stein, 1920	1
Fannia fuscula	1
Fannia fuscula (Fallen, 1825)	8
Fannia howardi Malloch, 1913	1
Fannia immaculata	1
Fannia immaculata Malloch, 1924	6
Fannia incisurata	1
Fannia incisurata (Zetterstedt, 1838)	1
Fannia lasiops	1
Fannia latifrons Malloch, 1914	2
Fannia lugubrina (Zetterstedt, 1838)	1
Fannia manicata	1
Fannia melanura Chillcott, 1961	2
Fannia metallipennis	1
Fannia minutipalpis	1
Fannia morrisoni Malloch, 1913	1
Fannia mutica	1
Fannia neopolychaeta	1
Fannia neopolychaeta Chillcott, 1961	4
Fannia nidicola	1
Fannia ochrogaster	1
Fannia pallidiventris	1
Fannia postica	1
Fannia postica (Stein, 1895)	9
Fannia presignis Chillcott, 1961	1
Fannia Robineau-Desvoidy, 1830	56
Fannia rondanii	1
Fannia scalaris	1
Fannia scalaris (Fabricius, 1794)	1
Fannia serena	1
Fannia serena (Fallen, 1825)	4
Fannia serrata Chillcott, 1961	4
Fannia sociella	1
Fannia sociella (Zetterstedt, 1845)	19
Fannia spathiophora	1
Fannia spathiophora Malloch, 1918	22
Fannia spp.	1
Fannia subpellucens	1
Fannia subpellucens (Zetterstedt, 1845)	13
Fannia tibialis Malloch, 1913	1
Fannia ungulata Chillcott, 1961	4
Fannia verrallii (Stein, 1895)	2
Fanniidae	37
farcta	2
Farfantepenaeus	2
Farfantepenaeus aztecus (Ives, 1891)	17
Farfantepenaeus brasiliensis (Latreille, 1817)	32
Farfantepenaeus brevirostris (Kingsley, 1878)	4
Farfantepenaeus californiensis (Holmes, 1900)	9
Farfantepenaeus duorarum (Burkenroad, 1939)	54
farinalis	2
farnhami	2
Faronta diffusa	1
Faronta diffusa (Walker)	5
Faronta diffusa Walker, 1856	9
Faronta quadrannulata	1
Faronta rubripennis	1
Faronta rubripennis Grote & Robinson, 1870	1
Faronta sp.	1
Faronta tetera	1
Faronta tetera (Smith)	1
Farrellioides Vercammen-Grandjean, 1960	4
Farula	1
Farula constricta Wiggins & Wisseman, 1992	1
Farula reapiri Schmid, 1968	2
Farula sp.	1
fascia	2
fasciata	1
fasciata?	1
fasciatella	1
fasciatus	1
fasciella	1
Fasciola hepatica	1
Fasciolopsis buski	1
Fascista cercerisella	1
Fascista cercerisella Chambers, 1872	1
faseolaria	2
Fattigia pele	1
Fattigia pele (Ross, 1938)	5
faulkneri	1
faunus	1
faustina (cleopatra)	1
faustinula	1
favonia	1
Faxonella creaseri Walls, 1968	1
februalis	3
felicella	1
felicita	1
felicitata	1
felinelle	1
felix	1
Feltia geniculata	1
Feltia herilis	1
Feltia herilis (Grote)	2
Feltia herilis Grote, 1873	21
Feltia jaculifera	1
Feltia jaculifera (Guenee)	2
Feltia jaculifera GuenÃ©e, 1852	53
Feltia manifesta	1
Feltia mollis	1
Feltia subgothica	1
Feltia subgothica (Haworth)	1
Feltia subgothica Haworth, 1810	3
Feltia subterranea	1
Feltia subterranea (Fabricius)	1
Feltia tricosa	1
Feltia tricosa Lintner, 1874	5
Feltia Walker, 1856	27
Feltiella R?¬bsaamen, 1910	1
Feltiella RÃ¼bsaamen, 1910	3
feminata	1
Fenderia exspectata Puthz, 2003	1
Fenderia mendax Puthz, 2003	1
Fenella nigrita	1
Fenella nigrita Westwood, 1839	1
fenestrella	2
feniseca	1
Feniseca tarquinius	1
Feniseca tarquinius (Fabricius, 1793)	158
Feniseca tarquinius subsp. tarquinius	1
Fennera chacei Holthuis, 1951	4
Fenusa dohrnii	1
Fenusa dohrnii (Tischbein)	1
Fenusa pumila Leach, 1817	1
Fenusa pusilla	1
Fenusa pusilla (Lepeletier)	1
Fenusa ulmi	1
Fenusa ulmi Sundevall	1
Fenusella nana (Klug, 1816)	1
Feralia comstocki	1
Feralia comstocki (Grote, 1874)	1
Feralia comstocki Grote	16
Feralia deceptiva	1
Feralia februalis Grote, 1874	1
Feralia Grote, 1874	6
Feralia jocosa	1
Feralia jocosa (Guenee)	10
Feralia jocosa (Guenée, 1852)	1
Feralia major	1
Feralia major (Smith, 1890)	1
Ferdinandea buccata	1
Ferdinandea buccata (Loew, 1863)	3
Ferdinandea croesus (Osten Sacken, 1877)	3
Ferdinandea divas	1
Ferdinandea Rondani, 1844	2
fergusoni	1
feriella	1
fernaldana	1
fernaldella	1
Fernaldella fimetaria	1
fernaldella lagunella	1
fernaldialis	1
Fernandocrambus harpipterus Dyar, 1916	1
ferrigera	2
ferrugata infumata	1
ferruginea	1
ferruginella	1
fervida	1
festaliella	1
Fibricola	2
Fidia	5
Fidia cana Horn	1
Fidia longipes	1
Fidia viticida	1
Fidia viticida Walsh, 1867	1
Fidicina compostela	1
Fidicina picea	1
Fidonia fimetaria Grote & Robinson	1
Fidonia notataria Walker	1
Fidonia stalachtaria Strecker, 1878	1
Fidonia truncataria Walker	1
Fieberiella florii (Stål)	2
Fiebrigella catalpae	1
Fiebrigella Duda, 1921	8
Fiebrigella oophaga (Sabrosky, 1967)	1
fieldi	2
fieldi?	1
fieldiella	1
fifia	1
Figites consobrinus Giraud, 1860	1
Figites florididanus	1
Figites Latreille, 1802	1
Figites popenoei	1
Figites poponoei Crawford, 1915	1
Figites spp.	1
Figitidae	10
figulilella	1
figurata	1
figurella	2
Filacus Smith & Gibson, 1984	1
Filaria taxideae	2
Filaroides milksi	1
Filaroides osleri	15
Filatima abactella Clarke, 1932	4
Filatima albipectus (Walsingham)	4
Filatima albisostella Clarke, 1942	1
Filatima Busck, 1939	7
Filatima nigripectus (Walsingham)	2
Filatima obidenna	1
Filatima obscuroocelella Chambers, 1875	1
Filatima persicaeella	1
Filatima pseudacaciella	1
Filatima serotinella	1
Filatima sp.	7
Filatima vaccinii Clarke, 1947	1
Filatima xanthuris Meyrick, 1927	1
filiana	1
Filistata	2
Filistata Latreille, 1810	5
Filistatidae Ausserer, 1867	3
Filistatinella Gertsch & Ivie, 1936	1
Filistatoide sp.	1
Filistatoides Cambridge, 1899	6
Filistatoides Pickard-Cambridge, 1899	1
Filistatoides sp.	2
Filistatoides sp. A.	1
Fimbriaria	1
Fimbriatus fimbriatus	1
fimetaria fm. partitaria	1
finarfinella	1
finatimis	2
finitima	2
finitima concoloralis	1
Finmarchinella finmarchica (G. O. Sars, 1866)	1
fiscellaria somniaria	1
Fishia discors	1
Fishia discors (Grote)	1
Fishia discors Grote, 1881	12
Fishia enthea	1
Fishia Grote, 1877	15
Fishia tortilis	1
Fishia yosemitae	1
Fishia yosemitae Grote, 1873	10
fishii	1
Fissicrambus Bleszynski, 1963	10
Fissicrambus mutabilis	1
Fissicrambus profanellus	1
Fissicrambus spp.	1
Fissuricola caritus Humes, 1987	1
fistula	4
Fitchana vitellina	1
fitchella	1
Fitchia aptera	3
Fitchia spinosula	1
Fitchia spinosula StÃ¥l, 1872	1
Fixsenia favonius (Smith & Abbot, 1797)	1
Fixsenia ontario	1
Flabellomicrosiphum tridentatae (Wilson, H.F., 1915)	1
Flaccus annulipes Goodnight & M. L. Goodnight, 1947	1
Flaematotrephus	1
flaglerensis	1
flagrantis	1
flammeusella	2
Flatidae	3
Flatoidinus fuscus (Van Duzee)	1
Flatoidinus punctatus (Walker, 1851)	1
Flatoidinus Van Duzee	1
Flatormenis dolabrata (Fowler, 1900)	1
Flatormenis squamulosa (Fowler, 1900)	1
flava	1
flavalis	1
flavaria	1
flavidens	1
flavidior	2
flavidorsella	1
flavipennis	1
flavipuncta	1
flavistrigella	1
flegax	1
flegax?	1
Fletcherimyia fletcheri	1
Fletcherimyia fletcheri (Aldrich, 1916)	12
Flexamia	1
Flexamia abbreviatus (Osborn and Ball)	1
Flexamia flexulosus (Ball)	2
Flexamia reflexus Osborn & Ball 1897	1
Flexamia sp.	1
Flexicalymene croneisi	1
Flexicalymene magnipapilla	1
Flexicalymene meeki (Foerste)	24
Flexicalymene planilabra	1
Flexicalymene praelongicephala	1
Flexicalymene quadricapita	3
Flexicalymene senaria (Conrad)	5
Flexicalymene Shirley, 1936	39
Flohria subcoerulea	1
florea	1
florea (obscurior)	1
Floricomus Crosby & Bishop, 1925	5
Floricomus plumalis (Crosby, 1905)	3
Floricomus praedesignatus Bishop & Crosby, 1935	2
Floricomus pythonicus Crosby & Bishop, 1925	1
Floricomus rostratus (Emerton, 1882)	5
Floricomus setosus Chamberlin & Ivie, 1944	2
florida	1
floridensis	1
Floridobolus penneri Causey, 1957	2
Floridocuma Bacescu & Muradian, 1974	5
Florilegus	18
Florilegus (Florilegus) condignus	27
Florilegus condignus	4
Florilegus condignus (Cresson, 1878)	14
Florilegus Robertson, 1900	1
Florilegus spp.	1
Florinda coccinea (Hentz)	2
Floriulus audax Causey	1
fodinalis	2
fodinalis fodinalis	1
fodinalis monticola	2
fodinalis?	1
foeminaria	2
Foleyella	1
foliana	1
foliatum	1
Folindusia Berry, 1927	1
Folioquinpes mangalis Fiers and Rutledge, 1990	1
Folsomia candida Willem	1
Folsomia elongata (Macgillivray, 1986)	2
Folsomia fimetaria (Linnaeus, 1758)	8
Folsomia nivalis (Packard, 1873)	7
Folsomia palaearctica Potapov & Babebnko, 2000	5
Folsomia quadrioculata (Tullberg, 1871)	13
Folsomia sexoculata (Tullberg, 1871)	2
Folsomides parvulus Stach, 1922	1
Fontaria virginiensis Drury, 1770	1
forbesana	1
forbesellus	1
forbesi	1
forbesii	1
Forchammeria	2
Forcipata acclina DeLong & Caldwell, 1936	12
Forcipata calipera	1
Forcipata De Long & Caldwell, 1936	1
Forcipata lobata	1
Forcipata loca	1
Forcipata loca DeLong & Caldwell, 1936	7
Forcipata ortha	1
Forcipata spp.	1
Forcipomyia	13
Forcipomyia acidicola (Tokunaga, 1937)	3
Forcipomyia bipunctata	1
Forcipomyia brevipennis	12
Forcipomyia cilipes	3
Forcipomyia cilipes (Coquillett, 1900)	1
Forcipomyia eques	1
Forcipomyia fuliginosa	2
Forcipomyia fusicornis	1
Forcipomyia genualis	1
Forcipomyia glauca	1
Forcipomyia glauca Macfie, 1934	6
Forcipomyia Meigen, 1818	38
Forcipomyia pilosa	1
Forcipomyia spp.	1
Forcipomyia squamiger	3
Forcipomyia Squamipes	16
Forda formicaria von Heyden, 1837	1
Forda marginata Koch, C.L., 1857	5
Forda von Heyden, 1837	7
fordi	1
Forelia Halller, 1882	1
Forelius	5
forelius (indet)	17
Forelius analis Andre	5
forelius az01	2
forelius bca02	1
forelius damiani	4
Forelius Emery, 1888	3
forelius fl01	2
Forelius foetida Buckley	2
Forelius foetidus (Buckley)	4
forelius keiferi	1
forelius mccooki	13
Forelius mccooki (McCook, 1880)	48
forelius pruinosus	58
Forelius pruinosus (Roger)	11
Forelius pruinosus (Roger, 1863)	131
Forelius sp.	1
Forelius spp.	1
forficaria	1
forficaria catenulata	3
forficaria forficaria	2
Forficula auricularia	1
Forficula auricularia Linnaeus, 1758	16
Forficula Linnaeus, 1758	1
formalis	4
formalis?	1
formica (indet)	143
Formica (Proformica) prociliata Kennedy & Dennis, 1937	1
formica accreta	83
Formica accreta Francoeur, 1973	1
formica adamsi	25
Formica adamsi adamsi	1
Formica adamsi alpina Wheeler, 1909	24
Formica adamsi Wheeler, 1909	1
Formica adamsi whymperi Wheeler, 1917	4
formica aerata	17
formica altipetens	43
formica annosa	1
Formica archboldi	9
formica argentea	138
Formica argentea Wheeler	2
Formica argentea Wheeler, 1902	69
Formica argentea Wheeler, 1912	4
formica argentea_cf	2
formica aserva	58
Formica aserva Forel, 1901	60
formica az01	1
formica az01_fusca_group	1
formica az02	1
formica az03	2
formica az04	2
formica biophilica	3
formica bradleyi	9
formica browni	1
formica ca01	9
formica ca01_microgyna_group	1
formica calviceps	1
Formica canadensis	5
formica canadensis_cf	1
formica ciliata	2
Formica ciliata Mayr	10
Formica cinerea Mayr	1
Formica cinerea Mayr, 1853	36
formica co01	1
formica co02	1
formica co03	1
formica co04	1
formica co05	1
formica cockerelli	1
formica coloradensis	1
Formica coloradensis Creighton, 1940	35
formica comata	3
formica creightoni	1
formica criniventris	8
formica curiosa	4
Formica curiosa Creighton	2
Formica curiosa Creighton, 1935	1
formica dakotensis	32
Formica dakotensis Emery, 1893	1
formica densiventris	36
Formica densiventris Viereck	1
Formica densiventris Viereck, 1903	26
formica difficilis	2
Formica difficilis Emery, 1893	7
formica dirksi	1
formica dolosa	3
Formica dolosa Buren, 1944	12
formica emeryi	2
formica exsectoides	4
Formica exsectoides Forel	1
Formica exsectoides Forel, 1886	25
formica ferocula	1
Formica firsca	1
formica foreliana	2
Formica fossaceps	8
formica francoeuri	10
formica fuliginothorax	1
formica fusca	76
Formica fusca fusca	1
Formica fusca Linnaeus, 1758	369
formica fusca_group	10
formica fusca_nr	1
Formica gagatoides Ruzsky, 1904	1
formica glacialis	5
Formica glacialis Wheeler, 1908	49
formica gnava	15
Formica gnava Buckley	5
Formica gnava Buckley, 1866	23
formica gynocrates	1
Formica haemorrhoidalis Emery	3
formica hewitti	25
formica impexa	1
Formica impexa Wheeler, 1905	3
formica incerta	2
Formica incerta Buren, 1944	1
formica indianensis	1
formica integra	1
Formica integra Nylander, 1856	13
formica integra_cf	2
formica integroides	22
Formica integroides Wheeler	2
formica knighti	1
Formica knighti Buren, 1944	1
formica laeviceps	2
Formica laeviceps Creighton	2
Formica laeviceps Creighton, 1940	5
formica lasiodes_nr	1
formica lasioides	130
Formica lasioides Emery, 1893	118
formica lasioides_cf	2
formica lepida	2
Formica lepida Wheeler, 1913	55
formica lepida_complex_cf	1
formica limata	22
Formica limata Wheeler	2
Formica Linnaeus, 1758	138
formica longipilosa	2
formica lugubris	1
formica manni	34
formica microgyna	2
Formica microgyna Wheeler, 1903	13
formica microgyna_group	3
formica microphthalma	4
formica moki	71
formica moki_cf	1
formica montana	3
Formica montana Emery, 1893	2
formica montana_nr	2
formica morsei	1
formica mucescens	8
Formica mucescens Wheeler	1
formica neoclara	29
Formica neoclara Emery, 1893	116
formica neogagates	38
Formica neogagates Viereck	4
Formica neogagates Viereck, 1903	121
formica neorufibarbis	56
Formica neorufibarbis Emery, 1893	183
formica nepticula	2
formica nevadensis	13
Formica nitidiventris	1
formica obscuripes	87
Formica obscuripes Emery	2
Formica obscuripes Forel	1
Formica obscuripes Forel, 1886	149
formica obscuripes_cf	1
formica obscuriventris	10
Formica obscuriventris clivia	1
Formica obscuriventris clivia Creighton, 1940	27
Formica obscuriventris Mayr, 1870	35
Formica obscuriventris obscuriventris	1
Formica obtusopilosa	46
Formica obtusopilosa Emery	2
Formica occidua Wheeler	2
formica occulta	6
formica opaciventris	1
Formica opaciventris Emery, 1893	16
formica oreas	8
Formica oreas comptula	8
Formica oreas Wheeler	1
Formica oreas Wheeler, 1903	26
formica oregonensis	20
Formica pachucana	1
formica pacifica	62
Formica pacifica Francoeur, 1973	4
formica pacifica_nr	1
formica pallidefulva	10
Formica pallidefulva Latreille	5
Formica pallidefulva Latreille, 1802	99
formica pergandei	6
Formica pergandei Emery	1
Formica pergandei Emery, 1893	1
formica perpilosa	12
Formica perpilosa Wheeler	11
Formica perpilosa Wheeler, 1913	23
Formica pilicornis Emery, 1893	6
formica planipilis	5
Formica planipilis Creighton, 1940	31
formica planipilis_cf	1
formica podzolica	53
Formica podzolica Francoeur	1
Formica podzolica Francoeur, 1973	2
Formica postoculata	3
formica prociliata	1
formica propatula	2
Formica propinqua	14
Formica propinqua Creighton	1
formica puberula	11
Formica puberula Emery, 1893	33
formica querquetulana	8
Formica querquetulana Kennedy & Davis, 1937	1
Formica rasilis Wheeler, 1903	34
formica ravida	44
Formica ravida Creighton, 1940	50
formica reflexa	2
Formica reflexa Buren, 1942	4
Formica retecta	4
formica robusta	1
Formica rubicunda	21
Formica rufa Linnaeus, 1758	3
Formica rufa Linnaeus, 1761	8
formica rufibarbis	1
Formica rufibarbis Fabricius	1
Formica sanguinea	57
formica sanguinea_group	2
Formica schaufussi Mayr	1
Formica schaufussi schaufussi	1
formica sibylla	6
Formica sibylla Wheeler, 1913	2
formica sibylla_cf	10
Formica sp.	12
formica spatulata	6
Formica spp.	1
Formica spp._cinerea-group	1
Formica spp._fusca-group	1
Formica spp._microgyna-group	1
Formica spp._obscuriventris-complex	1
Formica spp._rufa-group	1
Formica spp._sanguinea-group	1
formica subaenescens	2
Formica subaenescens Emery, 1893	27
formica subcyanea	1
formica subelongata	10
formica subintegra	2
Formica subintegra Wheeler, 1908	24
formica subnitens	15
Formica subnuda Emery	2
formica subpolita	82
Formica subpolita Mayr	2
Formica subpolita Mayr, 1886	27
Formica subrufa Roger, 1859	19
formica subsericea	14
Formica subsericea Say	1
Formica subsericea Say, 1836	3
formica talbotae	1
Formica talbotae Wilson, 1977	1
formica transmontanis	11
Formica truncorum Fabricius, 1804	1
formica ulkei	4
Formica ulkei Emery, 1893	26
Formica ulkei Emery, 1893 x opaciventris Emery, 1893 Emery, 1893	2
formica us01	1
formica us02	1
formica us03	1
formica us04	2
formica us05	1
formica vinculans	1
formica wheeleri	4
Formica wheeleri Creighton, 1935	15
Formica whymperi	6
formica xerophila	17
formica xerophila_cf	2
Formicidae	282
Formicilla munda LeConte, 1852	1
Formicinae	4
formicoxenus (indet)	1
formicoxenus chamberlini	1
formicoxenus diversipilosus	12
formicoxenus hirticornis	7
formicoxenus provancheri	2
Formicoxenus provancheri (Emery, 1895)	4
formicoxenus quebecensis	1
formosa	2
formosa formosa	2
formosa occidentata	3
Fornax Laporte, 1835	1
Forsebia cinis	1
Forsebia periaeta	1
Forsebia perlaeta (Edwards)	2
fortis	2
fortunata	1
Fota armata	1
Fota minorata	1
Fota minorata Grote, 1882	1
Fountainea glycerium	1
Fountainea Rydon, 1971	22
Fountainea ryphea	1
Fountainea sp.	1
Foxia secunda (Rohwer, 1921)	1
Foxiphalus cognatus (J. L. Barnard, 1960)	25
Foxiphalus J.L. Barnard, 1979	1
Foxiphalus obtusidens (Alderman, 1936)	2
Foxiphalus similis (J. L. Barnard, 1960)	5
Foxiphalus xiximeus J. L. Barnard and C. M. Barnard, 1982	1
fractilinea	1
fractura mecrona	2
fracturalis	4
fragariana	1
fragilaria	1
fragilis	1
Framinghamia Strand, 1920	3
francisca	1
franciscalis	1
franciscana (citrana)	1
franciscana complex	1
franciscana franciscana	3
franciscana insulana	1
franciscanus	1
franciscella	1
franclemonti	1
Franklinella Stewart & Hendrix, 1945	1
Frankliniella aurea Moulton, 1948	1
Frankliniella bruneri (Watson, 1926)	1
Frankliniella cephalica (D. L. Crawford, 1910)	1
Frankliniella dianthi Moulton, 1948	1
Frankliniella exigua Hood	1
Frankliniella exigua Hood, 1925	1
Frankliniella fusca (Hinds, 1902)	1
Frankliniella gossypiana Hood	1
Frankliniella insignis Moulton	1
Frankliniella insularis (Franklin)	1
Frankliniella insularis (Franklin, 1908)	1
Frankliniella intonsa (Trybom, 1895)	1
Frankliniella invasor Sakimura, 1972	1
Frankliniella Karny, 1910	6
Frankliniella minuta (Moulton, 1907)	1
Frankliniella minutus (Moulton)	2
Frankliniella occidentalis (Pergande)	5
Frankliniella occidentalis (Pergande, 1895)	16
Frankliniella schultzei (Trybom, 1910)	1
Frankliniella sp.	8
Frankliniella stylosa Hood, 1912	1
Frankliniella tenuicornis (Uzel)	1
Frankliniella tritici (Fitch, 1855)	16
Frankliniella vaccinii Morgan, 1930	1
Frankliniella welaka Hood, 1955	1
Frankliniella williamsi Hood	2
Franklinothrips Back, 1912	2
Franklinothrips caballeroi	4
Franklinothrips orizabensis Johansen, 1974	21
Franklinothrips vespiformis (D. L. Crawford, 1909)	22
franseriae	1
frater	1
frater (coloradensis)	1
fraterna	1
Frechinia helianthiales (Murt., 1897)	1
Frederickus coylei	1
Frederickus coylei Paquin & et al., 2008	1
